"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"REACTOME_PATHWAY","Regulation of mitotic cell cycle","4.81%","5","104","75","11494","4.54e-3","2.72e-2","7.37","9.89e-1","2.10e-2","5.75e-4"
"REACTOME_PATHWAY","DNA Double-Strand Break Repair","6.73%","7","104","173","11494","4.58e-3","2.72e-2","4.47","9.89e-1","2.10e-2","9.67e-4"
"REACTOME_PATHWAY","L1CAM interactions","5.77%","6","104","123","11494","4.92e-3","2.87e-2","5.39","9.92e-1","2.22e-2","8.58e-4"
"REACTOME_PATHWAY","Gamma-carboxylation, transport, and amino-terminal cleavage of proteins","2.88%","3","104","12","11494","4.95e-3","2.87e-2","27.63","9.93e-1","2.22e-2","1.49e-4"
"REACTOME_PATHWAY","Interleukin-35 Signalling","2.88%","3","104","12","11494","4.95e-3","2.87e-2","27.63","9.93e-1","2.22e-2","1.49e-4"
"REACTOME_PATHWAY","Interleukin-2 signaling","2.88%","3","104","12","11494","4.95e-3","2.87e-2","27.63","9.93e-1","2.22e-2","1.49e-4"
"REACTOME_PATHWAY","Transcriptional Regulation by TP53","9.62%","10","104","361","11494","5.04e-3","2.91e-2","3.06","9.93e-1","2.25e-2","1.56e-3"
"REACTOME_PATHWAY","MAP2K and MAPK activation","3.85%","4","104","40","11494","5.43e-3","3.12e-2","11.05","9.96e-1","2.41e-2","4.50e-4"
"REACTOME_PATHWAY","Signaling by MET","4.81%","5","104","80","11494","5.71e-3","3.26e-2","6.91","9.97e-1","2.52e-2","7.73e-4"
"REACTOME_PATHWAY","Regulation of IFNG signaling","2.88%","3","104","13","11494","5.82e-3","3.28e-2","25.50","9.97e-1","2.54e-2","1.93e-4"
"REACTOME_PATHWAY","Formation of Fibrin Clot (Clotting Cascade)","3.85%","4","104","41","11494","5.82e-3","3.28e-2","10.78","9.97e-1","2.54e-2","4.95e-4"
"REACTOME_PATHWAY","Fc epsilon receptor (FCERI) signaling","6.73%","7","104","184","11494","6.16e-3","3.45e-2","4.20","9.98e-1","2.67e-2","1.38e-3"
"REACTOME_PATHWAY","Signaling by SCF-KIT","3.85%","4","104","43","11494","6.65e-3","3.71e-2","10.28","9.99e-1","2.87e-2","5.95e-4"
"REACTOME_PATHWAY","AKT phosphorylates targets in the cytosol","2.88%","3","104","14","11494","6.75e-3","3.72e-2","23.68","9.99e-1","2.88e-2","2.44e-4"
"REACTOME_PATHWAY","Golgi Cisternae Pericentriolar Stack Reorganization","2.88%","3","104","14","11494","6.75e-3","3.72e-2","23.68","9.99e-1","2.88e-2","2.44e-4"
"REACTOME_PATHWAY","Oncogenic MAPK signaling","4.81%","5","104","84","11494","6.78e-3","3.72e-2","6.58","9.99e-1","2.88e-2","9.65e-4"
"REACTOME_PATHWAY","Signaling by FGFR","4.81%","5","104","85","11494","7.07e-3","3.85e-2","6.50","9.99e-1","2.98e-2","1.02e-3"
"REACTOME_PATHWAY","Aspirin ADME","3.85%","4","104","44","11494","7.09e-3","3.85e-2","10.05","9.99e-1","2.98e-2","6.50e-4"
"REACTOME_PATHWAY","Signaling by EGFRvIII in Cancer","2.88%","3","104","15","11494","7.74e-3","4.15e-2","22.10","1.00e+0","3.21e-2","3.03e-4"
"REACTOME_PATHWAY","Constitutive Signaling by EGFRvIII","2.88%","3","104","15","11494","7.74e-3","4.15e-2","22.10","1.00e+0","3.21e-2","3.03e-4"
"REACTOME_PATHWAY","Smooth Muscle Contraction","3.85%","4","104","46","11494","8.02e-3","4.28e-2","9.61","1.00e+0","3.31e-2","7.71e-4"
"REACTOME_PATHWAY","Platelet homeostasis","4.81%","5","104","89","11494","8.30e-3","4.41e-2","6.21","1.00e+0","3.41e-2","1.25e-3"
"REACTOME_PATHWAY","Cellular Senescence","6.73%","7","104","198","11494","8.70e-3","4.57e-2","3.91","1.00e+0","3.54e-2","2.10e-3"
"REACTOME_PATHWAY","Signaling by ERBB2 ECD mutants","2.88%","3","104","16","11494","8.79e-3","4.57e-2","20.72","1.00e+0","3.54e-2","3.70e-4"
"REACTOME_PATHWAY","cGMP effects","2.88%","3","104","16","11494","8.79e-3","4.57e-2","20.72","1.00e+0","3.54e-2","3.70e-4"
"REACTOME_PATHWAY","Signaling by FLT3 ITD and TKD mutants","2.88%","3","104","16","11494","8.79e-3","4.57e-2","20.72","1.00e+0","3.54e-2","3.70e-4"
"REACTOME_PATHWAY","Programmed Cell Death","6.73%","7","104","199","11494","8.91e-3","4.61e-2","3.89","1.00e+0","3.56e-2","2.16e-3"
"REACTOME_PATHWAY","Opioid Signalling","4.81%","5","104","92","11494","9.30e-3","4.79e-2","6.01","1.00e+0","3.70e-2","1.45e-3"
"REACTOME_PATHWAY","Defects of contact activation system (CAS) and kallikrein/kinin system (KKS)","2.88%","3","104","17","11494","9.91e-3","5.05e-2","19.50","1.00e+0","3.90e-2","4.46e-4"
"REACTOME_PATHWAY","IL-6-type cytokine receptor ligand interactions","2.88%","3","104","17","11494","9.91e-3","5.05e-2","19.50","1.00e+0","3.90e-2","4.46e-4"
"REACTOME_PATHWAY","Interleukin-12 signaling","3.85%","4","104","50","11494","1.01e-2","5.12e-2","8.84","1.00e+0","3.96e-2","1.06e-3"
"REACTOME_PATHWAY","DAP12 interactions","3.85%","4","104","51","11494","1.07e-2","5.37e-2","8.67","1.00e+0","4.16e-2","1.14e-3"
"REACTOME_PATHWAY","Tie2 Signaling","2.88%","3","104","18","11494","1.11e-2","5.48e-2","18.42","1.00e+0","4.24e-2","5.32e-4"
"REACTOME_PATHWAY","Toll Like Receptor 10 (TLR10) Cascade","4.81%","5","104","97","11494","1.12e-2","5.48e-2","5.70","1.00e+0","4.24e-2","1.84e-3"
"REACTOME_PATHWAY","Toll Like Receptor 5 (TLR5) Cascade","4.81%","5","104","97","11494","1.12e-2","5.48e-2","5.70","1.00e+0","4.24e-2","1.84e-3"
"REACTOME_PATHWAY","Interferon gamma signaling","4.81%","5","104","97","11494","1.12e-2","5.48e-2","5.70","1.00e+0","4.24e-2","1.84e-3"
"REACTOME_PATHWAY","MyD88 cascade initiated on plasma membrane","4.81%","5","104","97","11494","1.12e-2","5.48e-2","5.70","1.00e+0","4.24e-2","1.84e-3"
"REACTOME_PATHWAY","Signaling by EGFR","3.85%","4","104","53","11494","1.18e-2","5.79e-2","8.34","1.00e+0","4.48e-2","1.32e-3"
"REACTOME_PATHWAY","Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants","2.88%","3","104","19","11494","1.23e-2","5.88e-2","17.45","1.00e+0","4.55e-2","6.28e-4"
"REACTOME_PATHWAY","Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants","2.88%","3","104","19","11494","1.23e-2","5.88e-2","17.45","1.00e+0","4.55e-2","6.28e-4"
"REACTOME_PATHWAY","Regulation of MITF-M-dependent genes involved in cell cycle and proliferation","2.88%","3","104","19","11494","1.23e-2","5.88e-2","17.45","1.00e+0","4.55e-2","6.28e-4"
"REACTOME_PATHWAY","Signaling by Ligand-Responsive EGFR Variants in Cancer","2.88%","3","104","19","11494","1.23e-2","5.88e-2","17.45","1.00e+0","4.55e-2","6.28e-4"
"REACTOME_PATHWAY","Signaling by KIT in disease","2.88%","3","104","19","11494","1.23e-2","5.88e-2","17.45","1.00e+0","4.55e-2","6.28e-4"
"REACTOME_PATHWAY","Neuronal System","9.62%","10","104","420","11494","1.30e-2","6.15e-2","2.63","1.00e+0","4.76e-2","4.66e-3"
"REACTOME_PATHWAY","Intrinsic Pathway for Apoptosis","3.85%","4","104","55","11494","1.31e-2","6.16e-2","8.04","1.00e+0","4.76e-2","1.51e-3"
"REACTOME_PATHWAY","Synthesis of PIPs at the plasma membrane","3.85%","4","104","55","11494","1.31e-2","6.16e-2","8.04","1.00e+0","4.76e-2","1.51e-3"
"REACTOME_PATHWAY","Signaling by PDGFR in disease","2.88%","3","104","20","11494","1.36e-2","6.31e-2","16.58","1.00e+0","4.88e-2","7.33e-4"
"REACTOME_PATHWAY","Diseases of hemostasis","2.88%","3","104","20","11494","1.36e-2","6.31e-2","16.58","1.00e+0","4.88e-2","7.33e-4"
"REACTOME_PATHWAY","Co-inhibition by CTLA4","2.88%","3","104","20","11494","1.36e-2","6.31e-2","16.58","1.00e+0","4.88e-2","7.33e-4"
"REACTOME_PATHWAY","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation","4.81%","5","104","103","11494","1.37e-2","6.31e-2","5.37","1.00e+0","4.88e-2","2.39e-3"
"REACTOME_PATHWAY","MyD88 dependent cascade initiated on endosome","4.81%","5","104","104","11494","1.41e-2","6.46e-2","5.31","1.00e+0","5.00e-2","2.49e-3"
"REACTOME_PATHWAY","MITF-M-dependent gene expression","4.81%","5","104","104","11494","1.41e-2","6.46e-2","5.31","1.00e+0","5.00e-2","2.49e-3"
"REACTOME_PATHWAY","Toll Like Receptor 3 (TLR3) Cascade","4.81%","5","104","106","11494","1.50e-2","6.82e-2","5.21","1.00e+0","5.27e-2","2.71e-3"
"REACTOME_PATHWAY","Signaling by PDGF","3.85%","4","104","58","11494","1.51e-2","6.82e-2","7.62","1.00e+0","5.27e-2","1.84e-3"
"REACTOME_PATHWAY","Signaling by ERBB4","3.85%","4","104","58","11494","1.51e-2","6.82e-2","7.62","1.00e+0","5.27e-2","1.84e-3"
"REACTOME_PATHWAY","Toll Like Receptor 7/8 (TLR7/8) Cascade","4.81%","5","104","108","11494","1.60e-2","7.20e-2","5.12","1.00e+0","5.57e-2","2.94e-3"
"REACTOME_PATHWAY","NPAS4 regulates expression of target genes","2.88%","3","104","22","11494","1.63e-2","7.28e-2","15.07","1.00e+0","5.63e-2","9.78e-4"
"REACTOME_PATHWAY","Regulation of signaling by CBL","2.88%","3","104","22","11494","1.63e-2","7.28e-2","15.07","1.00e+0","5.63e-2","9.78e-4"
"REACTOME_PATHWAY","Interleukin-12 family signaling","3.85%","4","104","60","11494","1.65e-2","7.33e-2","7.37","1.00e+0","5.67e-2","2.09e-3"
"REACTOME_PATHWAY","Nuclear Events (kinase and transcription factor activation)","3.85%","4","104","61","11494","1.73e-2","7.63e-2","7.25","1.00e+0","5.90e-2","2.22e-3"
"REACTOME_PATHWAY","Toll Like Receptor 9 (TLR9) Cascade","4.81%","5","104","111","11494","1.75e-2","7.64e-2","4.98","1.00e+0","5.91e-2","3.31e-3"
"REACTOME_PATHWAY","Parasitic Infection Pathways","6.73%","7","104","231","11494","1.75e-2","7.64e-2","3.35","1.00e+0","5.91e-2","4.93e-3"
"REACTOME_PATHWAY","Leishmania infection","6.73%","7","104","231","11494","1.75e-2","7.64e-2","3.35","1.00e+0","5.91e-2","4.93e-3"
"REACTOME_PATHWAY","Signaling by NTRK2 (TRKB)","2.88%","3","104","23","11494","1.78e-2","7.69e-2","14.42","1.00e+0","5.94e-2","1.12e-3"
"REACTOME_PATHWAY","Nitric oxide stimulates guanylate cyclase","2.88%","3","104","23","11494","1.78e-2","7.69e-2","14.42","1.00e+0","5.94e-2","1.12e-3"
"REACTOME_PATHWAY","KEAP1-NFE2L2 pathway","4.81%","5","104","112","11494","1.81e-2","7.77e-2","4.93","1.00e+0","6.01e-2","3.44e-3"
"REACTOME_PATHWAY","Response of Mtb to phagocytosis","2.88%","3","104","24","11494","1.93e-2","8.26e-2","13.81","1.00e+0","6.39e-2","1.27e-3"
"REACTOME_PATHWAY","Transcriptional Regulation by MECP2","3.85%","4","104","64","11494","1.96e-2","8.36e-2","6.91","1.00e+0","6.47e-2","2.65e-3"
"REACTOME_PATHWAY","Signaling by EGFR in Cancer","2.88%","3","104","25","11494","2.09e-2","8.72e-2","13.26","1.00e+0","6.74e-2","1.43e-3"
"REACTOME_PATHWAY","Inactivation of CSF3 (G-CSF) signaling","2.88%","3","104","25","11494","2.09e-2","8.72e-2","13.26","1.00e+0","6.74e-2","1.43e-3"
"REACTOME_PATHWAY","Signaling by ERBB2 KD Mutants","2.88%","3","104","25","11494","2.09e-2","8.72e-2","13.26","1.00e+0","6.74e-2","1.43e-3"
"REACTOME_PATHWAY","Intrinsic Pathway of Fibrin Clot Formation","2.88%","3","104","25","11494","2.09e-2","8.72e-2","13.26","1.00e+0","6.74e-2","1.43e-3"
"REACTOME_PATHWAY","Fatty acid metabolism","5.77%","6","104","176","11494","2.09e-2","8.72e-2","3.77","1.00e+0","6.74e-2","5.21e-3"
"REACTOME_PATHWAY","Semaphorin interactions","3.85%","4","104","66","11494","2.13e-2","8.84e-2","6.70","1.00e+0","6.84e-2","2.97e-3"
"REACTOME_PATHWAY","Signaling by ERBB2 in Cancer","2.88%","3","104","26","11494","2.25e-2","9.18e-2","12.75","1.00e+0","7.10e-2","1.61e-3"
"REACTOME_PATHWAY","Growth hormone receptor signaling","2.88%","3","104","26","11494","2.25e-2","9.18e-2","12.75","1.00e+0","7.10e-2","1.61e-3"
"REACTOME_PATHWAY","Xenobiotics","2.88%","3","104","26","11494","2.25e-2","9.18e-2","12.75","1.00e+0","7.10e-2","1.61e-3"
"REACTOME_PATHWAY","Regulation of IFNA/IFNB signaling","2.88%","3","104","26","11494","2.25e-2","9.18e-2","12.75","1.00e+0","7.10e-2","1.61e-3"
"REACTOME_PATHWAY","Respiratory Syncytial Virus Infection Pathway","4.81%","5","104","120","11494","2.26e-2","9.22e-2","4.60","1.00e+0","7.13e-2","4.61e-3"
"REACTOME_PATHWAY","SUMO E3 ligases SUMOylate target proteins","5.77%","6","104","181","11494","2.33e-2","9.42e-2","3.66","1.00e+0","7.29e-2","5.96e-3"
"REACTOME_PATHWAY","Leishmania phagocytosis","4.81%","5","104","125","11494","2.58e-2","1.02e-1","4.42","1.00e+0","7.91e-2","5.48e-3"
"REACTOME_PATHWAY","Parasite infection","4.81%","5","104","125","11494","2.58e-2","1.02e-1","4.42","1.00e+0","7.91e-2","5.48e-3"
"REACTOME_PATHWAY","FCGR3A-mediated phagocytosis","4.81%","5","104","125","11494","2.58e-2","1.02e-1","4.42","1.00e+0","7.91e-2","5.48e-3"
"REACTOME_PATHWAY","FLT3 signaling in disease","2.88%","3","104","28","11494","2.58e-2","1.02e-1","11.84","1.00e+0","7.91e-2","2.00e-3"
"REACTOME_PATHWAY","Synthesis of PC","2.88%","3","104","28","11494","2.58e-2","1.02e-1","11.84","1.00e+0","7.91e-2","2.00e-3"
"REACTOME_PATHWAY","Infection with Mycobacterium tuberculosis","2.88%","3","104","28","11494","2.58e-2","1.02e-1","11.84","1.00e+0","7.91e-2","2.00e-3"
"REACTOME_PATHWAY","SUMOylation","5.77%","6","104","187","11494","2.63e-2","1.04e-1","3.55","1.00e+0","8.02e-2","6.96e-3"
"REACTOME_PATHWAY","Serotonin clearance from the synaptic cleft","1.92%","2","104","3","11494","2.66e-2","1.04e-1","73.68","1.00e+0","8.06e-2","2.42e-4"
"REACTOME_PATHWAY","Defective factor XII causes hereditary angioedema","1.92%","2","104","3","11494","2.66e-2","1.04e-1","73.68","1.00e+0","8.06e-2","2.42e-4"
"REACTOME_PATHWAY","Downregulation of ERBB2 signaling","2.88%","3","104","29","11494","2.76e-2","1.07e-1","11.43","1.00e+0","8.31e-2","2.22e-3"
"REACTOME_PATHWAY","Viral Infection Pathways","14.42%","15","104","895","11494","2.83e-2","1.10e-1","1.85","1.00e+0","8.50e-2","1.45e-2"
"REACTOME_PATHWAY","AURKA Activation by TPX2","3.85%","4","104","74","11494","2.86e-2","1.11e-1","5.97","1.00e+0","8.56e-2","4.48e-3"
"REACTOME_PATHWAY","MET activates PTK2 signaling","2.88%","3","104","31","11494","3.12e-2","1.20e-1","10.70","1.00e+0","9.26e-2","2.69e-3"
"REACTOME_PATHWAY","Thrombin signalling through proteinase activated receptors (PARs)","2.88%","3","104","31","11494","3.12e-2","1.20e-1","10.70","1.00e+0","9.26e-2","2.69e-3"
"REACTOME_PATHWAY","Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks","3.85%","4","104","78","11494","3.28e-2","1.25e-1","5.67","1.00e+0","9.68e-2","5.40e-3"
"REACTOME_PATHWAY","CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling","2.88%","3","104","32","11494","3.31e-2","1.26e-1","10.36","1.00e+0","9.72e-2","2.95e-3"
"REACTOME_PATHWAY","Cellular response to chemical stress","5.77%","6","104","199","11494","3.32e-2","1.26e-1","3.33","1.00e+0","9.72e-2","9.32e-3"
"REACTOME_PATHWAY","DNA Double Strand Break Response","3.85%","4","104","79","11494","3.38e-2","1.28e-1","5.60","1.00e+0","9.88e-2","5.65e-3"
"REACTOME_PATHWAY","Signaling by MAP2K mutants","1.92%","2","104","4","11494","3.54e-2","1.33e-1","55.26","1.00e+0","1.03e-1","4.81e-4"
"REACTOME_PATHWAY","Mitotic G1 phase and G1/S transition","4.81%","5","104","139","11494","3.61e-2","1.35e-1","3.98","1.00e+0","1.05e-1","8.51e-3"
"REACTOME_PATHWAY","Transcriptional Regulation by NPAS4","2.88%","3","104","34","11494","3.70e-2","1.38e-1","9.75","1.00e+0","1.07e-1","3.51e-3"
"REACTOME_PATHWAY","Metabolic disorders of biological oxidation enzymes","2.88%","3","104","35","11494","3.91e-2","1.45e-1","9.47","1.00e+0","1.12e-1","3.82e-3"
"REACTOME_PATHWAY","PI Metabolism","3.85%","4","104","85","11494","4.07e-2","1.51e-1","5.20","1.00e+0","1.17e-1","7.31e-3"
"REACTOME_PATHWAY","RAF activation","2.88%","3","104","36","11494","4.11e-2","1.52e-1","9.21","1.00e+0","1.17e-1","4.14e-3"
"REACTOME_PATHWAY","Macroautophagy","4.81%","5","104","145","11494","4.12e-2","1.52e-1","3.81","1.00e+0","1.17e-1","1.01e-2"
"REACTOME_PATHWAY","Post NMDA receptor activation events","3.85%","4","104","87","11494","4.31e-2","1.58e-1","5.08","1.00e+0","1.22e-1","7.93e-3"
"REACTOME_PATHWAY","HDR through Single Strand Annealing (SSA)","2.88%","3","104","37","11494","4.32e-2","1.58e-1","8.96","1.00e+0","1.22e-1","4.47e-3"
"REACTOME_PATHWAY","Signalling to p38 via RIT and RIN","1.92%","2","104","5","11494","4.40e-2","1.59e-1","44.21","1.00e+0","1.23e-1","7.97e-4"
"REACTOME_PATHWAY","NGF-independant TRKA activation","1.92%","2","104","5","11494","4.40e-2","1.59e-1","44.21","1.00e+0","1.23e-1","7.97e-4"
"REACTOME_PATHWAY","Dopamine clearance from the synaptic cleft","1.92%","2","104","5","11494","4.40e-2","1.59e-1","44.21","1.00e+0","1.23e-1","7.97e-4"
"REACTOME_PATHWAY","Regulation of PLK1 Activity at G2/M Transition","3.85%","4","104","88","11494","4.44e-2","1.59e-1","5.02","1.00e+0","1.23e-1","8.25e-3"
"REACTOME_PATHWAY","Peptide hormone metabolism","3.85%","4","104","88","11494","4.44e-2","1.59e-1","5.02","1.00e+0","1.23e-1","8.25e-3"
"REACTOME_PATHWAY","Platelet Aggregation (Plug Formation)","2.88%","3","104","39","11494","4.75e-2","1.70e-1","8.50","1.00e+0","1.31e-1","5.19e-3"
"REACTOME_PATHWAY","Cell-Cell communication","4.81%","5","104","153","11494","4.85e-2","1.73e-1","3.61","1.00e+0","1.34e-1","1.25e-2"
"REACTOME_PATHWAY","FCERI mediated MAPK activation","3.85%","4","104","94","11494","5.22e-2","1.82e-1","4.70","1.00e+0","1.41e-1","1.04e-2"
"REACTOME_PATHWAY","SARS-CoV-2 Infection","6.73%","7","104","300","11494","5.26e-2","1.82e-1","2.58","1.00e+0","1.41e-1","1.90e-2"
"REACTOME_PATHWAY","FLT3 signaling through SRC family kinases","1.92%","2","104","6","11494","5.26e-2","1.82e-1","36.84","1.00e+0","1.41e-1","1.19e-3"
"REACTOME_PATHWAY","Activation of TRKA receptors","1.92%","2","104","6","11494","5.26e-2","1.82e-1","36.84","1.00e+0","1.41e-1","1.19e-3"
"REACTOME_PATHWAY","Estrogen-stimulated signaling through PRKCZ","1.92%","2","104","6","11494","5.26e-2","1.82e-1","36.84","1.00e+0","1.41e-1","1.19e-3"
"REACTOME_PATHWAY","Activated NTRK3 signals through PI3K","1.92%","2","104","6","11494","5.26e-2","1.82e-1","36.84","1.00e+0","1.41e-1","1.19e-3"
"REACTOME_PATHWAY","Extrinsic Pathway of Fibrin Clot Formation","1.92%","2","104","6","11494","5.26e-2","1.82e-1","36.84","1.00e+0","1.41e-1","1.19e-3"
"REACTOME_PATHWAY","MET activates PTPN11","1.92%","2","104","6","11494","5.26e-2","1.82e-1","36.84","1.00e+0","1.41e-1","1.19e-3"
"REACTOME_PATHWAY","MET promotes cell motility","2.88%","3","104","42","11494","5.43e-2","1.87e-1","7.89","1.00e+0","1.45e-1","6.40e-3"
"REACTOME_PATHWAY","Autophagy","4.81%","5","104","160","11494","5.55e-2","1.91e-1","3.45","1.00e+0","1.47e-1","1.50e-2"
"REACTOME_PATHWAY","Negative regulation of MAPK pathway","2.88%","3","104","43","11494","5.66e-2","1.94e-1","7.71","1.00e+0","1.50e-1","6.83e-3"
"REACTOME_PATHWAY","Netrin-1 signaling","2.88%","3","104","44","11494","5.90e-2","2.01e-1","7.54","1.00e+0","1.56e-1","7.28e-3"
"REACTOME_PATHWAY","Activation of NMDA receptors and postsynaptic events","3.85%","4","104","100","11494","6.06e-2","2.05e-1","4.42","1.00e+0","1.58e-1","1.28e-2"
"REACTOME_PATHWAY","MET activates PI3K/AKT signaling","1.92%","2","104","7","11494","6.11e-2","2.05e-1","31.58","1.00e+0","1.58e-1","1.65e-3"
"REACTOME_PATHWAY","ARMS-mediated activation","1.92%","2","104","7","11494","6.11e-2","2.05e-1","31.58","1.00e+0","1.58e-1","1.65e-3"
"REACTOME_PATHWAY","STAT5 Activation","1.92%","2","104","7","11494","6.11e-2","2.05e-1","31.58","1.00e+0","1.58e-1","1.65e-3"
"REACTOME_PATHWAY","Biosynthesis of maresin-like SPMs","1.92%","2","104","7","11494","6.11e-2","2.05e-1","31.58","1.00e+0","1.58e-1","1.65e-3"
"REACTOME_PATHWAY","Apoptosis","4.81%","5","104","166","11494","6.19e-2","2.07e-1","3.33","1.00e+0","1.60e-1","1.73e-2"
"REACTOME_PATHWAY","Cyclin D associated events in G1","2.88%","3","104","46","11494","6.38e-2","2.12e-1","7.21","1.00e+0","1.64e-1","8.24e-3"
"REACTOME_PATHWAY","G1 Phase","2.88%","3","104","46","11494","6.38e-2","2.12e-1","7.21","1.00e+0","1.64e-1","8.24e-3"
"REACTOME_PATHWAY","Netrin mediated repulsion signals","1.92%","2","104","8","11494","6.95e-2","2.29e-1","27.63","1.00e+0","1.77e-1","2.19e-3"
"REACTOME_PATHWAY","Defective factor VIII causes hemophilia A","1.92%","2","104","8","11494","6.95e-2","2.29e-1","27.63","1.00e+0","1.77e-1","2.19e-3"
"REACTOME_PATHWAY","G alpha (i) signalling events","6.73%","7","104","324","11494","7.08e-2","2.33e-1","2.39","1.00e+0","1.80e-1","2.75e-2"
"REACTOME_PATHWAY","Metabolism","25.96%","27","104","2197","11494","7.51e-2","2.46e-1","1.36","1.00e+0","1.90e-1","5.24e-2"
"REACTOME_PATHWAY","Interleukin-23 signaling","1.92%","2","104","9","11494","7.78e-2","2.53e-1","24.56","1.00e+0","1.96e-1","2.80e-3"
"REACTOME_PATHWAY","Interleukin-9 signaling","1.92%","2","104","9","11494","7.78e-2","2.53e-1","24.56","1.00e+0","1.96e-1","2.80e-3"
"REACTOME_PATHWAY","Senescence-Associated Secretory Phenotype (SASP)","3.85%","4","104","113","11494","8.09e-2","2.62e-1","3.91","1.00e+0","2.03e-1","1.92e-2"
"REACTOME_PATHWAY","p53-Dependent G1/S DNA damage checkpoint","2.88%","3","104","53","11494","8.16e-2","2.63e-1","6.26","1.00e+0","2.04e-1","1.22e-2"
"REACTOME_PATHWAY","p53-Dependent G1 DNA Damage Response","2.88%","3","104","53","11494","8.16e-2","2.63e-1","6.26","1.00e+0","2.04e-1","1.22e-2"
"REACTOME_PATHWAY","Drug ADME","3.85%","4","104","114","11494","8.26e-2","2.65e-1","3.88","1.00e+0","2.05e-1","1.98e-2"
"REACTOME_PATHWAY","DNA Repair","6.73%","7","104","338","11494","8.29e-2","2.66e-1","2.29","1.00e+0","2.05e-1","3.35e-2"
"REACTOME_PATHWAY","TCR signaling","3.85%","4","104","115","11494","8.42e-2","2.69e-1","3.84","1.00e+0","2.08e-1","2.03e-2"
"REACTOME_PATHWAY","Signaling by Leptin","1.92%","2","104","10","11494","8.61e-2","2.71e-1","22.10","1.00e+0","2.10e-1","3.48e-3"
"REACTOME_PATHWAY","Signal attenuation","1.92%","2","104","10","11494","8.61e-2","2.71e-1","22.10","1.00e+0","2.10e-1","3.48e-3"
"REACTOME_PATHWAY","Interleukin-21 signaling","1.92%","2","104","10","11494","8.61e-2","2.71e-1","22.10","1.00e+0","2.10e-1","3.48e-3"
"REACTOME_PATHWAY","STAT5 activation downstream of FLT3 ITD mutants","1.92%","2","104","10","11494","8.61e-2","2.71e-1","22.10","1.00e+0","2.10e-1","3.48e-3"
"REACTOME_PATHWAY","G1/S DNA Damage Checkpoints","2.88%","3","104","55","11494","8.70e-2","2.73e-1","6.03","1.00e+0","2.11e-1","1.34e-2"
"REACTOME_PATHWAY","G2/M Transition","4.81%","5","104","188","11494","8.84e-2","2.77e-1","2.94","1.00e+0","2.14e-1","2.78e-2"
"REACTOME_PATHWAY","Mitotic G2-G2/M phases","4.81%","5","104","190","11494","9.11e-2","2.84e-1","2.91","1.00e+0","2.20e-1","2.90e-2"
"REACTOME_PATHWAY","Regulation of the apoptosome activity","1.92%","2","104","11","11494","9.43e-2","2.89e-1","20.09","1.00e+0","2.24e-1","4.23e-3"
"REACTOME_PATHWAY","Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)","1.92%","2","104","11","11494","9.43e-2","2.89e-1","20.09","1.00e+0","2.24e-1","4.23e-3"
"REACTOME_PATHWAY","Signaling by LTK","1.92%","2","104","11","11494","9.43e-2","2.89e-1","20.09","1.00e+0","2.24e-1","4.23e-3"
"REACTOME_PATHWAY","Maturation of nucleoprotein","1.92%","2","104","11","11494","9.43e-2","2.89e-1","20.09","1.00e+0","2.24e-1","4.23e-3"
"REACTOME_PATHWAY","Formation of apoptosome","1.92%","2","104","11","11494","9.43e-2","2.89e-1","20.09","1.00e+0","2.24e-1","4.23e-3"
"REACTOME_PATHWAY","PECAM1 interactions","1.92%","2","104","11","11494","9.43e-2","2.89e-1","20.09","1.00e+0","2.24e-1","4.23e-3"

