"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"REACTOME_PATHWAY","Signaling by Rho GTPases, Miro GTPases and RHOBTB3","13.79%","8","58","732","11494","6.87e-2","3.06e-1","2.17","1.00e+0","2.64e-1","2.97e-2"
"REACTOME_PATHWAY","Post NMDA receptor activation events","5.17%","3","58","87","11494","6.92e-2","3.06e-1","6.83","1.00e+0","2.64e-1","9.58e-3"
"REACTOME_PATHWAY","Regulation of PLK1 Activity at G2/M Transition","5.17%","3","58","88","11494","7.06e-2","3.09e-1","6.76","1.00e+0","2.67e-1","9.88e-3"
"REACTOME_PATHWAY","Constitutive Signaling by EGFRvIII","3.45%","2","58","15","11494","7.19e-2","3.09e-1","26.42","1.00e+0","2.67e-1","2.52e-3"
"REACTOME_PATHWAY","Signal regulatory protein family interactions","3.45%","2","58","15","11494","7.19e-2","3.09e-1","26.42","1.00e+0","2.67e-1","2.52e-3"
"REACTOME_PATHWAY","Signaling by EGFRvIII in Cancer","3.45%","2","58","15","11494","7.19e-2","3.09e-1","26.42","1.00e+0","2.67e-1","2.52e-3"
"REACTOME_PATHWAY","Platelet homeostasis","5.17%","3","58","89","11494","7.20e-2","3.09e-1","6.68","1.00e+0","2.67e-1","1.02e-2"
"REACTOME_PATHWAY","Selective autophagy","5.17%","3","58","91","11494","7.48e-2","3.16e-1","6.53","1.00e+0","2.73e-1","1.08e-2"
"REACTOME_PATHWAY","Cellular Senescence","6.90%","4","58","198","11494","7.49e-2","3.16e-1","4.00","1.00e+0","2.73e-1","1.76e-2"
"REACTOME_PATHWAY","Signaling by FLT3 ITD and TKD mutants","3.45%","2","58","16","11494","7.65e-2","3.16e-1","24.77","1.00e+0","2.73e-1","2.87e-3"
"REACTOME_PATHWAY","cGMP effects","3.45%","2","58","16","11494","7.65e-2","3.16e-1","24.77","1.00e+0","2.73e-1","2.87e-3"
"REACTOME_PATHWAY","Sema3A PAK dependent Axon repulsion","3.45%","2","58","16","11494","7.65e-2","3.16e-1","24.77","1.00e+0","2.73e-1","2.87e-3"
"REACTOME_PATHWAY","Signaling by ERBB2 ECD mutants","3.45%","2","58","16","11494","7.65e-2","3.16e-1","24.77","1.00e+0","2.73e-1","2.87e-3"
"REACTOME_PATHWAY","Respiratory syncytial virus (RSV) genome replication, transcription and translation","3.45%","2","58","16","11494","7.65e-2","3.16e-1","24.77","1.00e+0","2.73e-1","2.87e-3"
"REACTOME_PATHWAY","FCERI mediated MAPK activation","5.17%","3","58","94","11494","7.91e-2","3.24e-1","6.32","1.00e+0","2.80e-1","1.18e-2"
"REACTOME_PATHWAY","G2/M DNA damage checkpoint","5.17%","3","58","95","11494","8.05e-2","3.24e-1","6.26","1.00e+0","2.80e-1","1.22e-2"
"REACTOME_PATHWAY","GAB1 signalosome","3.45%","2","58","17","11494","8.11e-2","3.24e-1","23.31","1.00e+0","2.80e-1","3.24e-3"
"REACTOME_PATHWAY","IL-6-type cytokine receptor ligand interactions","3.45%","2","58","17","11494","8.11e-2","3.24e-1","23.31","1.00e+0","2.80e-1","3.24e-3"
"REACTOME_PATHWAY","Metabolism of Angiotensinogen to Angiotensins","3.45%","2","58","17","11494","8.11e-2","3.24e-1","23.31","1.00e+0","2.80e-1","3.24e-3"
"REACTOME_PATHWAY","Signaling by Activin","3.45%","2","58","17","11494","8.11e-2","3.24e-1","23.31","1.00e+0","2.80e-1","3.24e-3"
"REACTOME_PATHWAY","Signaling by TGF-beta Receptor Complex","5.17%","3","58","96","11494","8.20e-2","3.26e-1","6.19","1.00e+0","2.82e-1","1.25e-2"
"REACTOME_PATHWAY","Toll Like Receptor 5 (TLR5) Cascade","5.17%","3","58","97","11494","8.35e-2","3.27e-1","6.13","1.00e+0","2.82e-1","1.29e-2"
"REACTOME_PATHWAY","Toll Like Receptor 10 (TLR10) Cascade","5.17%","3","58","97","11494","8.35e-2","3.27e-1","6.13","1.00e+0","2.82e-1","1.29e-2"
"REACTOME_PATHWAY","MyD88 cascade initiated on plasma membrane","5.17%","3","58","97","11494","8.35e-2","3.27e-1","6.13","1.00e+0","2.82e-1","1.29e-2"
"REACTOME_PATHWAY","Mitotic Prometaphase","6.90%","4","58","208","11494","8.40e-2","3.27e-1","3.81","1.00e+0","2.83e-1","2.07e-2"
"REACTOME_PATHWAY","MECP2 regulates neuronal receptors and channels","3.45%","2","58","18","11494","8.57e-2","3.31e-1","22.02","1.00e+0","2.86e-1","3.64e-3"
"REACTOME_PATHWAY","Anchoring of the basal body to the plasma membrane","5.17%","3","58","99","11494","8.64e-2","3.31e-1","6.01","1.00e+0","2.86e-1","1.36e-2"
"REACTOME_PATHWAY","Recruitment of NuMA to mitotic centrosomes","5.17%","3","58","99","11494","8.64e-2","3.31e-1","6.01","1.00e+0","2.86e-1","1.36e-2"
"REACTOME_PATHWAY","Neurotransmitter receptors and postsynaptic signal transmission","6.90%","4","58","212","11494","8.78e-2","3.34e-1","3.74","1.00e+0","2.88e-1","2.20e-2"
"REACTOME_PATHWAY","Activation of NMDA receptors and postsynaptic events","5.17%","3","58","100","11494","8.79e-2","3.34e-1","5.95","1.00e+0","2.88e-1","1.40e-2"
"REACTOME_PATHWAY","Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants","3.45%","2","58","19","11494","9.02e-2","3.34e-1","20.86","1.00e+0","2.88e-1","4.05e-3"
"REACTOME_PATHWAY","Signaling by Ligand-Responsive EGFR Variants in Cancer","3.45%","2","58","19","11494","9.02e-2","3.34e-1","20.86","1.00e+0","2.88e-1","4.05e-3"
"REACTOME_PATHWAY","Na+/Cl- dependent neurotransmitter transporters","3.45%","2","58","19","11494","9.02e-2","3.34e-1","20.86","1.00e+0","2.88e-1","4.05e-3"
"REACTOME_PATHWAY","Regulation of MITF-M-dependent genes involved in cell cycle and proliferation","3.45%","2","58","19","11494","9.02e-2","3.34e-1","20.86","1.00e+0","2.88e-1","4.05e-3"
"REACTOME_PATHWAY","Regulation of TP53 Activity through Methylation","3.45%","2","58","19","11494","9.02e-2","3.34e-1","20.86","1.00e+0","2.88e-1","4.05e-3"
"REACTOME_PATHWAY","SARS-CoV Infections","10.34%","6","58","484","11494","9.10e-2","3.35e-1","2.46","1.00e+0","2.90e-1","3.45e-2"
"REACTOME_PATHWAY","Cellular responses to mechanical stimuli","5.17%","3","58","103","11494","9.24e-2","3.37e-1","5.77","1.00e+0","2.91e-1","1.51e-2"
"REACTOME_PATHWAY","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation","5.17%","3","58","103","11494","9.24e-2","3.37e-1","5.77","1.00e+0","2.91e-1","1.51e-2"
"REACTOME_PATHWAY","MyD88 dependent cascade initiated on endosome","5.17%","3","58","104","11494","9.40e-2","3.41e-1","5.72","1.00e+0","2.94e-1","1.55e-2"
"REACTOME_PATHWAY","Co-inhibition by CTLA4","3.45%","2","58","20","11494","9.47e-2","3.41e-1","19.82","1.00e+0","2.94e-1","4.49e-3"
"REACTOME_PATHWAY","Apoptotic factor-mediated response","3.45%","2","58","20","11494","9.47e-2","3.41e-1","19.82","1.00e+0","2.94e-1","4.49e-3"
"REACTOME_PATHWAY","Toll Like Receptor 3 (TLR3) Cascade","5.17%","3","58","106","11494","9.70e-2","3.47e-1","5.61","1.00e+0","3.00e-1","1.63e-2"

