"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"REACTOME_PATHWAY","G2/M DNA damage checkpoint","5.17%","3","58","95","11494","8.05e-2","3.37e-1","6.26","1.00e+0","2.96e-1","1.22e-2"
"REACTOME_PATHWAY","Metabolism of Angiotensinogen to Angiotensins","3.45%","2","58","17","11494","8.11e-2","3.37e-1","23.31","1.00e+0","2.96e-1","3.24e-3"
"REACTOME_PATHWAY","Signaling by Activin","3.45%","2","58","17","11494","8.11e-2","3.37e-1","23.31","1.00e+0","2.96e-1","3.24e-3"
"REACTOME_PATHWAY","IL-6-type cytokine receptor ligand interactions","3.45%","2","58","17","11494","8.11e-2","3.37e-1","23.31","1.00e+0","2.96e-1","3.24e-3"
"REACTOME_PATHWAY","GAB1 signalosome","3.45%","2","58","17","11494","8.11e-2","3.37e-1","23.31","1.00e+0","2.96e-1","3.24e-3"
"REACTOME_PATHWAY","RHO GTPases activate PKNs","5.17%","3","58","96","11494","8.20e-2","3.38e-1","6.19","1.00e+0","2.98e-1","1.25e-2"
"REACTOME_PATHWAY","Toll Like Receptor 10 (TLR10) Cascade","5.17%","3","58","97","11494","8.35e-2","3.39e-1","6.13","1.00e+0","2.98e-1","1.29e-2"
"REACTOME_PATHWAY","Toll Like Receptor 5 (TLR5) Cascade","5.17%","3","58","97","11494","8.35e-2","3.39e-1","6.13","1.00e+0","2.98e-1","1.29e-2"
"REACTOME_PATHWAY","MyD88 cascade initiated on plasma membrane","5.17%","3","58","97","11494","8.35e-2","3.39e-1","6.13","1.00e+0","2.98e-1","1.29e-2"
"REACTOME_PATHWAY","MECP2 regulates neuronal receptors and channels","3.45%","2","58","18","11494","8.57e-2","3.46e-1","22.02","1.00e+0","3.04e-1","3.64e-3"
"REACTOME_PATHWAY","Neurotransmitter receptors and postsynaptic signal transmission","6.90%","4","58","212","11494","8.78e-2","3.51e-1","3.74","1.00e+0","3.08e-1","2.20e-2"
"REACTOME_PATHWAY","Activation of NMDA receptors and postsynaptic events","5.17%","3","58","100","11494","8.79e-2","3.51e-1","5.95","1.00e+0","3.08e-1","1.40e-2"
"REACTOME_PATHWAY","Na+/Cl- dependent neurotransmitter transporters","3.45%","2","58","19","11494","9.02e-2","3.56e-1","20.86","1.00e+0","3.13e-1","4.05e-3"
"REACTOME_PATHWAY","Regulation of TP53 Activity through Methylation","3.45%","2","58","19","11494","9.02e-2","3.56e-1","20.86","1.00e+0","3.13e-1","4.05e-3"
"REACTOME_PATHWAY","SARS-CoV Infections","10.34%","6","58","484","11494","9.10e-2","3.57e-1","2.46","1.00e+0","3.14e-1","3.45e-2"
"REACTOME_PATHWAY","Cellular responses to mechanical stimuli","5.17%","3","58","103","11494","9.24e-2","3.59e-1","5.77","1.00e+0","3.15e-1","1.51e-2"
"REACTOME_PATHWAY","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation","5.17%","3","58","103","11494","9.24e-2","3.59e-1","5.77","1.00e+0","3.15e-1","1.51e-2"
"REACTOME_PATHWAY","MyD88 dependent cascade initiated on endosome","5.17%","3","58","104","11494","9.40e-2","3.62e-1","5.72","1.00e+0","3.18e-1","1.55e-2"
"REACTOME_PATHWAY","Co-inhibition by CTLA4","3.45%","2","58","20","11494","9.47e-2","3.62e-1","19.82","1.00e+0","3.18e-1","4.49e-3"
"REACTOME_PATHWAY","Apoptotic factor-mediated response","3.45%","2","58","20","11494","9.47e-2","3.62e-1","19.82","1.00e+0","3.18e-1","4.49e-3"
"REACTOME_PATHWAY","Toll Like Receptor 3 (TLR3) Cascade","5.17%","3","58","106","11494","9.70e-2","3.68e-1","5.61","1.00e+0","3.24e-1","1.63e-2"
"REACTOME_PATHWAY","Cargo recognition for clathrin-mediated endocytosis","5.17%","3","58","107","11494","9.86e-2","3.72e-1","5.56","1.00e+0","3.28e-1","1.67e-2"

