#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ACAP2	TBC1D10B	9606.ENSP00000324287	9606.ENSP00000386538	0	0	0	0	0.067	0	0	0.495	0.509
CAPZA1	MSN	9606.ENSP00000263168	9606.ENSP00000353408	0	0	0	0	0.072	0	0.500	0.228	0.610
CAPZA1	GSN	9606.ENSP00000263168	9606.ENSP00000362924	0	0	0	0	0.044	0	0	0.625	0.626
CAPZA1	S100A12	9606.ENSP00000263168	9606.ENSP00000357726	0	0	0	0	0.085	0.107	0.500	0.204	0.631
CAPZA1	DYNLRB1	9606.ENSP00000263168	9606.ENSP00000349679	0	0	0	0	0.107	0.800	0	0.272	0.858
CBX5	TLK1	9606.ENSP00000209875	9606.ENSP00000411099	0	0	0	0	0.088	0	0	0.383	0.414
CBX5	HIRA	9606.ENSP00000209875	9606.ENSP00000263208	0	0	0	0	0	0.086	0	0.408	0.436
CBX5	DICER1	9606.ENSP00000209875	9606.ENSP00000437256	0	0	0	0	0.049	0.153	0	0.361	0.440
CBX5	NUCKS1	9606.ENSP00000209875	9606.ENSP00000356110	0	0	0	0	0.327	0.198	0	0.111	0.479
CBX5	H2BC21	9606.ENSP00000209875	9606.ENSP00000358151	0	0	0	0	0	0.189	0	0.488	0.567
CBX5	SIRT1	9606.ENSP00000209875	9606.ENSP00000212015	0	0	0	0	0	0.102	0	0.633	0.656
CBX5	CEBPA	9606.ENSP00000209875	9606.ENSP00000427514	0	0	0	0	0	0	0	0.789	0.789
CBX5	TRIM28	9606.ENSP00000209875	9606.ENSP00000253024	0	0	0	0	0.066	0.926	0	0.973	0.997
CCDC47	CCT5	9606.ENSP00000225726	9606.ENSP00000280326	0	0	0	0	0.064	0	0.540	0.359	0.700
CCR1	GZMB	9606.ENSP00000296140	9606.ENSP00000216341	0	0	0	0	0.138	0.052	0	0.379	0.448
CCR1	CD68	9606.ENSP00000296140	9606.ENSP00000250092	0	0	0	0	0.301	0	0	0.586	0.698
CCR1	IRF8	9606.ENSP00000296140	9606.ENSP00000268638	0	0	0	0	0.260	0	0	0.312	0.469
CCR1	FCGR2A	9606.ENSP00000296140	9606.ENSP00000271450	0	0	0	0	0.341	0	0	0.325	0.536
CCR1	NCKAP1L	9606.ENSP00000296140	9606.ENSP00000293373	0	0	0	0	0.208	0	0	0.280	0.405
CCR1	CD1C	9606.ENSP00000296140	9606.ENSP00000357152	0	0	0	0	0.189	0	0	0.323	0.427
CCR1	CD83	9606.ENSP00000296140	9606.ENSP00000368450	0	0	0	0	0.141	0	0	0.363	0.430
CCR1	ITGAL	9606.ENSP00000296140	9606.ENSP00000349252	0	0	0	0	0.205	0	0	0.348	0.459
CCR1	HCK	9606.ENSP00000296140	9606.ENSP00000365012	0	0	0	0	0.344	0	0	0.269	0.501
CCR1	IL1R2	9606.ENSP00000296140	9606.ENSP00000330959	0	0	0	0	0.200	0.091	0	0.400	0.525
CCR1	IL17RA	9606.ENSP00000296140	9606.ENSP00000320936	0	0	0	0	0.184	0	0	0.501	0.575
CCR1	S100A12	9606.ENSP00000296140	9606.ENSP00000357726	0	0	0	0	0.234	0.045	0	0.468	0.577
CCT5	TRIM28	9606.ENSP00000280326	9606.ENSP00000253024	0	0	0	0	0.068	0.557	0	0.049	0.573
CCT5	GNG10	9606.ENSP00000280326	9606.ENSP00000363411	0	0	0	0	0.044	0	0.500	0	0.501
CCT5	PSMA7	9606.ENSP00000280326	9606.ENSP00000359910	0	0	0.229	0	0.664	0.066	0	0.178	0.774
CD180	CD37	9606.ENSP00000256447	9606.ENSP00000325708	0	0	0	0	0.122	0	0	0.491	0.534
CD1C	GZMB	9606.ENSP00000357152	9606.ENSP00000216341	0	0	0	0	0.109	0	0	0.507	0.541
CD1C	FLT3	9606.ENSP00000357152	9606.ENSP00000241453	0	0	0	0	0.086	0	0	0.447	0.473
CD1C	CD68	9606.ENSP00000357152	9606.ENSP00000250092	0	0	0	0	0.084	0	0	0.882	0.888
CD1C	IRF8	9606.ENSP00000357152	9606.ENSP00000268638	0	0	0	0	0.225	0	0	0.524	0.615
CD1C	FCGR2A	9606.ENSP00000357152	9606.ENSP00000271450	0	0	0	0	0.116	0	0	0.463	0.505
CD1C	IL17RA	9606.ENSP00000357152	9606.ENSP00000320936	0	0	0.267	0	0.103	0	0	0.202	0.429
CD1C	ITGAL	9606.ENSP00000357152	9606.ENSP00000349252	0	0	0	0	0.180	0	0	0.431	0.513
CD1C	VSIG4	9606.ENSP00000357152	9606.ENSP00000363869	0	0	0	0	0.100	0	0	0.372	0.410
CD1C	IDO1	9606.ENSP00000357152	9606.ENSP00000430950	0	0	0	0	0.074	0	0	0.508	0.525
CD1C	CD99	9606.ENSP00000357152	9606.ENSP00000370588	0	0	0	0	0	0	0	0.631	0.631
CD1C	CD1D	9606.ENSP00000357152	9606.ENSP00000501245	0	0	0.073	0.933	0.249	0	0.500	0.089	0.640
CD1C	CD83	9606.ENSP00000357152	9606.ENSP00000368450	0	0	0	0	0.126	0	0	0.937	0.942
CD1D	GZMB	9606.ENSP00000501245	9606.ENSP00000216341	0	0	0	0	0.083	0	0	0.575	0.593
CD1D	GLA	9606.ENSP00000501245	9606.ENSP00000218516	0	0	0	0	0.067	0	0	0.706	0.713
CD1D	EGR2	9606.ENSP00000501245	9606.ENSP00000242480	0	0	0	0	0.062	0.065	0	0.403	0.431
CD1D	CD68	9606.ENSP00000501245	9606.ENSP00000250092	0	0	0	0	0.074	0	0	0.871	0.875
CD1D	FCGR2A	9606.ENSP00000501245	9606.ENSP00000271450	0	0	0	0	0.092	0	0	0.521	0.547
CD1D	IL17RA	9606.ENSP00000501245	9606.ENSP00000320936	0	0	0.286	0	0.074	0	0	0.254	0.464
CD1D	CD37	9606.ENSP00000501245	9606.ENSP00000325708	0	0	0	0	0.085	0	0	0.401	0.429
CD1D	ZBTB16	9606.ENSP00000501245	9606.ENSP00000338157	0	0	0	0	0.061	0.065	0	0.609	0.627
CD1D	ITGAL	9606.ENSP00000501245	9606.ENSP00000349252	0	0	0	0	0.099	0	0	0.446	0.479
CD1D	PSMA7	9606.ENSP00000501245	9606.ENSP00000359910	0	0	0	0	0	0	0	0.464	0.463
CD1D	CD83	9606.ENSP00000501245	9606.ENSP00000368450	0	0	0	0	0.055	0	0	0.913	0.914
CD1D	CD99	9606.ENSP00000501245	9606.ENSP00000370588	0	0	0	0	0	0	0	0.631	0.631
CD1D	IDO1	9606.ENSP00000501245	9606.ENSP00000430950	0	0	0	0	0.067	0	0	0.472	0.486
CD37	PTPN6	9606.ENSP00000325708	9606.ENSP00000391592	0	0	0	0	0.266	0.292	0	0.076	0.478
CD68	HMOX1	9606.ENSP00000250092	9606.ENSP00000216117	0	0	0	0	0.209	0	0	0.494	0.583
CD68	GZMB	9606.ENSP00000250092	9606.ENSP00000216341	0	0	0	0	0.087	0	0	0.738	0.750
CD68	NFKBIA	9606.ENSP00000250092	9606.ENSP00000216797	0	0	0	0	0.138	0.046	0	0.446	0.504
CD68	CTSD	9606.ENSP00000250092	9606.ENSP00000236671	0	0	0	0	0.222	0.052	0	0.393	0.514
CD68	CTNNB1	9606.ENSP00000250092	9606.ENSP00000495360	0	0	0	0	0.064	0	0	0.430	0.443
CD68	IRF8	9606.ENSP00000250092	9606.ENSP00000268638	0	0	0	0	0.181	0	0	0.373	0.465
CD68	HAMP	9606.ENSP00000250092	9606.ENSP00000471894	0	0	0	0	0.065	0	0	0.452	0.465
CD68	ITGAL	9606.ENSP00000250092	9606.ENSP00000349252	0	0	0	0	0.187	0	0	0.369	0.465
CD68	VSIG4	9606.ENSP00000250092	9606.ENSP00000363869	0	0	0	0	0.177	0	0	0.479	0.553
CD68	IDO1	9606.ENSP00000250092	9606.ENSP00000430950	0	0	0	0	0.105	0	0	0.526	0.557
CD68	FCGR2A	9606.ENSP00000250092	9606.ENSP00000271450	0	0	0	0	0.205	0	0	0.547	0.625
CD68	CD99	9606.ENSP00000250092	9606.ENSP00000370588	0	0	0	0	0.083	0	0	0.608	0.625
CD68	CD83	9606.ENSP00000250092	9606.ENSP00000368450	0	0	0	0	0.120	0	0	0.775	0.793
CD83	GZMB	9606.ENSP00000368450	9606.ENSP00000216341	0	0	0	0	0.065	0	0	0.447	0.461
CD83	NFKBIA	9606.ENSP00000368450	9606.ENSP00000216797	0	0	0	0	0.247	0	0	0.357	0.495
CD83	EGR2	9606.ENSP00000368450	9606.ENSP00000242480	0	0	0	0	0.336	0	0	0.197	0.445
CD83	IRF8	9606.ENSP00000368450	9606.ENSP00000268638	0	0	0	0	0.312	0	0	0.408	0.575
CD83	FCGR2A	9606.ENSP00000368450	9606.ENSP00000271450	0	0	0	0	0.119	0	0	0.445	0.490
CD83	ITGAL	9606.ENSP00000368450	9606.ENSP00000349252	0	0	0	0	0.058	0	0	0.393	0.404
CD83	GPR183	9606.ENSP00000368450	9606.ENSP00000365596	0	0	0	0	0.329	0	0	0.247	0.474
CD83	IDO1	9606.ENSP00000368450	9606.ENSP00000430950	0	0	0	0	0.064	0	0	0.526	0.537
CD99	UBA1	9606.ENSP00000370588	9606.ENSP00000338413	0	0	0	0	0.074	0	0	0.424	0.444
CDC42EP3	OPHN1	9606.ENSP00000480549	9606.ENSP00000347710	0	0	0	0	0	0	0	0.405	0.405
CEBPA	CEBPE	9606.ENSP00000427514	9606.ENSP00000206513	0	0	0	0.835	0.107	0.496	0.750	0.168	0.893
CEBPA	SIRT1	9606.ENSP00000427514	9606.ENSP00000212015	0	0	0	0	0.062	0.069	0	0.698	0.713
CEBPA	LTF	9606.ENSP00000427514	9606.ENSP00000231751	0	0	0	0	0.127	0.294	0	0.247	0.496
CEBPA	FLT3	9606.ENSP00000427514	9606.ENSP00000241453	0	0	0	0	0.085	0.046	0.900	0.812	0.981
CEBPA	EGR2	9606.ENSP00000427514	9606.ENSP00000242480	0	0	0	0	0.050	0.091	0	0.438	0.472
CEBPA	KLF2	9606.ENSP00000427514	9606.ENSP00000248071	0	0	0	0	0.068	0.091	0	0.421	0.467
CEBPA	JUND	9606.ENSP00000427514	9606.ENSP00000252818	0	0	0	0	0.060	0.094	0	0.491	0.529
CEBPA	IRF8	9606.ENSP00000427514	9606.ENSP00000268638	0	0	0	0	0.109	0.047	0	0.579	0.611
CEBPA	CTBP1	9606.ENSP00000427514	9606.ENSP00000290921	0	0	0	0	0.042	0	0	0.545	0.546
CEBPA	MED1	9606.ENSP00000427514	9606.ENSP00000300651	0	0	0	0	0	0.069	0.500	0.221	0.605
CEBPA	JUNB	9606.ENSP00000427514	9606.ENSP00000303315	0	0	0	0	0.080	0.094	0	0.368	0.427
CEBPA	TNIP1	9606.ENSP00000427514	9606.ENSP00000317891	0	0	0	0	0.062	0	0	0.392	0.405
CEBPA	SMC1A	9606.ENSP00000427514	9606.ENSP00000323421	0	0	0	0	0	0	0	0.419	0.418
CEBPA	ZBTB16	9606.ENSP00000427514	9606.ENSP00000338157	0	0	0	0	0.058	0.328	0	0.304	0.521
CEBPA	H2BC21	9606.ENSP00000427514	9606.ENSP00000358151	0	0	0	0	0	0	0.500	0.212	0.589
CEBPA	PSMA7	9606.ENSP00000427514	9606.ENSP00000359910	0	0	0	0	0	0	0	0.423	0.423
CEBPA	NCOA1	9606.ENSP00000427514	9606.ENSP00000385216	0	0	0	0	0.049	0.071	0.500	0.278	0.638
CEBPA	ZEB2	9606.ENSP00000427514	9606.ENSP00000487174	0	0	0	0	0.061	0.292	0	0.201	0.422
CEBPA	NFE2	9606.ENSP00000427514	9606.ENSP00000439120	0	0	0	0	0.094	0.069	0	0.373	0.425
CEBPA	YTHDF2	9606.ENSP00000427514	9606.ENSP00000444660	0	0	0	0	0.047	0	0	0.574	0.576
CEBPA	HAMP	9606.ENSP00000427514	9606.ENSP00000471894	0	0	0	0	0.056	0	0	0.578	0.585
CEBPA	CTNNB1	9606.ENSP00000427514	9606.ENSP00000495360	0	0	0	0	0.053	0	0	0.730	0.733
CEBPE	GZMB	9606.ENSP00000206513	9606.ENSP00000216341	0	0	0	0	0.073	0	0	0.397	0.417
CEBPE	RNASE2	9606.ENSP00000206513	9606.ENSP00000303276	0	0	0	0	0.314	0	0	0.290	0.492
CEBPE	IRF8	9606.ENSP00000206513	9606.ENSP00000268638	0	0	0	0	0.105	0.047	0	0.455	0.494
CEBPE	LTF	9606.ENSP00000206513	9606.ENSP00000231751	0	0	0	0	0.134	0.045	0	0.863	0.876
CKAP4	DICER1	9606.ENSP00000367265	9606.ENSP00000437256	0	0	0	0	0.045	0	0	0.480	0.482
CLK4	H2BC21	9606.ENSP00000316948	9606.ENSP00000358151	0	0	0	0	0.058	0	0	0.549	0.557
CNIH4	GOLPH3	9606.ENSP00000420443	9606.ENSP00000265070	0	0	0	0	0.049	0	0	0.472	0.476
CNIH4	TMEM140	9606.ENSP00000420443	9606.ENSP00000275767	0	0	0	0	0.042	0	0	0.437	0.437
COPS3	NFKBIA	9606.ENSP00000268717	9606.ENSP00000216797	0	0	0	0	0	0.292	0	0.460	0.601
COPS3	DDB2	9606.ENSP00000268717	9606.ENSP00000256996	0	0	0	0	0.054	0.827	0.500	0.111	0.917
COPS3	PRPSAP2	9606.ENSP00000268717	9606.ENSP00000268835	0	0	0	0	0.200	0	0	0.306	0.421
COPS3	POLR2H	9606.ENSP00000268717	9606.ENSP00000415536	0	0	0	0	0.101	0	0.500	0	0.531
COPS3	POLR2E	9606.ENSP00000268717	9606.ENSP00000478303	0	0	0	0	0.127	0	0.500	0.163	0.603
CREB5	FOSB	9606.ENSP00000350359	9606.ENSP00000245919	0	0	0	0.576	0.047	0.616	0	0.433	0.774
CREB5	JUND	9606.ENSP00000350359	9606.ENSP00000252818	0	0	0	0.578	0.060	0.880	0	0.174	0.898
CREB5	JUNB	9606.ENSP00000350359	9606.ENSP00000303315	0	0	0	0.573	0.072	0.822	0	0.161	0.849
CREB5	ZNF292	9606.ENSP00000350359	9606.ENSP00000358590	0	0	0	0	0.042	0.066	0	0.395	0.412
CREB5	PPP1CB	9606.ENSP00000350359	9606.ENSP00000378769	0	0	0	0	0.070	0.099	0.650	0.073	0.691
CRYBG1	SIRT1	9606.ENSP00000358062	9606.ENSP00000212015	0	0	0	0	0.042	0	0	0.495	0.496
CTBP1	PPP1R15A	9606.ENSP00000290921	9606.ENSP00000200453	0	0	0	0	0	0	0	0.437	0.437
CTBP1	SIRT1	9606.ENSP00000290921	9606.ENSP00000212015	0	0	0	0	0	0	0	0.650	0.650
CTBP1	MAZ	9606.ENSP00000290921	9606.ENSP00000219782	0	0	0	0	0.127	0.071	0	0.396	0.467
CTBP1	TLE5	9606.ENSP00000290921	9606.ENSP00000221561	0	0	0	0	0.143	0.115	0	0.328	0.446
CTBP1	TRIM28	9606.ENSP00000290921	9606.ENSP00000253024	0	0	0	0	0.126	0	0	0.417	0.468
CTBP1	HDAC4	9606.ENSP00000290921	9606.ENSP00000264606	0	0	0	0	0.050	0.295	0	0.535	0.662
CTBP1	FCGR2A	9606.ENSP00000290921	9606.ENSP00000271450	0	0	0	0	0	0	0	0.407	0.407
CTBP1	PARP8	9606.ENSP00000290921	9606.ENSP00000281631	0	0	0	0	0	0.066	0.352	0.133	0.429
CTBP1	DVL1	9606.ENSP00000290921	9606.ENSP00000368166	0	0	0	0	0.110	0	0	0.378	0.423
CTBP1	ZBTB16	9606.ENSP00000290921	9606.ENSP00000338157	0	0	0	0	0	0.071	0	0.443	0.460
CTBP1	MED1	9606.ENSP00000290921	9606.ENSP00000300651	0.041	0	0	0	0.054	0.412	0	0.137	0.478
CTBP1	ZNF274	9606.ENSP00000290921	9606.ENSP00000484810	0	0	0	0	0	0.071	0	0.480	0.496
CTBP1	TBL1XR1	9606.ENSP00000290921	9606.ENSP00000405574	0	0	0	0	0.070	0.172	0	0.713	0.759
CTBP1	ZEB2	9606.ENSP00000290921	9606.ENSP00000487174	0	0	0	0	0.087	0.835	0	0.700	0.951
CTBP1	CTNNB1	9606.ENSP00000290921	9606.ENSP00000495360	0.048	0	0	0	0.075	0.544	0.800	0.640	0.965
CTNNB1	SIRT1	9606.ENSP00000495360	9606.ENSP00000212015	0	0	0	0	0	0.300	0	0.866	0.902
CTNNB1	HMOX1	9606.ENSP00000495360	9606.ENSP00000216117	0	0	0	0	0.042	0	0	0.488	0.489
CTNNB1	NFKBIA	9606.ENSP00000495360	9606.ENSP00000216797	0	0	0	0	0.047	0.053	0	0.575	0.582
CTNNB1	FLT3	9606.ENSP00000495360	9606.ENSP00000241453	0	0	0	0	0.086	0	0	0.506	0.529
CTNNB1	EGR2	9606.ENSP00000495360	9606.ENSP00000242480	0	0	0	0	0.086	0.069	0.098	0.312	0.402
CTNNB1	KLF2	9606.ENSP00000495360	9606.ENSP00000248071	0	0	0	0	0	0.091	0.098	0.448	0.507
CTNNB1	HSPB1	9606.ENSP00000495360	9606.ENSP00000248553	0	0	0	0	0.042	0.130	0	0.420	0.474
CTNNB1	HDAC4	9606.ENSP00000495360	9606.ENSP00000264606	0	0	0	0	0.098	0.294	0	0.432	0.606
CTNNB1	USP15	9606.ENSP00000495360	9606.ENSP00000280377	0	0	0	0	0.049	0.510	0	0.518	0.755
CTNNB1	PLEC	9606.ENSP00000495360	9606.ENSP00000323856	0	0	0	0	0.124	0.087	0	0.568	0.625
CTNNB1	FZD2	9606.ENSP00000495360	9606.ENSP00000323901	0	0	0	0	0	0.065	0.500	0.871	0.934
CTNNB1	UBA1	9606.ENSP00000495360	9606.ENSP00000338413	0	0	0	0	0.086	0.292	0	0.263	0.482
CTNNB1	RAC1	9606.ENSP00000495360	9606.ENSP00000348461	0	0	0	0	0.091	0.190	0.500	0.444	0.768
CTNNB1	MSN	9606.ENSP00000495360	9606.ENSP00000353408	0	0	0	0	0.063	0.207	0	0.666	0.730
CTNNB1	H2BC21	9606.ENSP00000495360	9606.ENSP00000358151	0	0	0	0	0.043	0.046	0.500	0.432	0.706
CTNNB1	FLNA	9606.ENSP00000495360	9606.ENSP00000358866	0	0	0	0	0.072	0	0	0.435	0.453
CTNNB1	PSMA7	9606.ENSP00000495360	9606.ENSP00000359910	0	0	0	0	0.100	0	0	0.572	0.599
CTNNB1	FRAT2	9606.ENSP00000495360	9606.ENSP00000360058	0	0	0	0	0	0	0.400	0.568	0.729
CTNNB1	UBE2D1	9606.ENSP00000495360	9606.ENSP00000363019	0	0	0	0	0.100	0.292	0	0.215	0.456
CTNNB1	RECK	9606.ENSP00000495360	9606.ENSP00000367202	0	0	0	0	0	0	0.360	0.377	0.584
CTNNB1	DVL1	9606.ENSP00000495360	9606.ENSP00000368166	0	0	0	0	0.058	0.640	0.500	0.972	0.994
CTNNB1	KRIT1	9606.ENSP00000495360	9606.ENSP00000378015	0	0	0	0	0	0	0.900	0.628	0.961
CTNNB1	PTK2B	9606.ENSP00000495360	9606.ENSP00000380638	0	0	0	0	0.110	0.072	0	0.435	0.492
CTNNB1	MAP3K1	9606.ENSP00000495360	9606.ENSP00000382423	0	0	0	0	0.091	0	0	0.368	0.401
CTNNB1	NCOA1	9606.ENSP00000495360	9606.ENSP00000385216	0	0	0	0	0	0	0	0.698	0.698
CTNNB1	TBL1XR1	9606.ENSP00000495360	9606.ENSP00000405574	0	0	0	0	0.092	0.515	0.900	0.958	0.997
CTNNB1	ERBIN	9606.ENSP00000495360	9606.ENSP00000426632	0	0	0	0	0.072	0.376	0	0.528	0.703
CTNNB1	TOB1	9606.ENSP00000495360	9606.ENSP00000427695	0	0	0	0	0.055	0.313	0	0.185	0.425
CTNNB1	IDO1	9606.ENSP00000495360	9606.ENSP00000430950	0	0	0	0	0	0	0	0.653	0.653
CTNNB1	DICER1	9606.ENSP00000495360	9606.ENSP00000437256	0	0	0	0	0.144	0	0	0.544	0.593
CTNNB1	ZEB2	9606.ENSP00000495360	9606.ENSP00000487174	0	0	0	0	0.104	0	0	0.671	0.693
CTSD	GLA	9606.ENSP00000236671	9606.ENSP00000218516	0	0	0	0	0.088	0.060	0	0.390	0.431
CTSD	MAP1S	9606.ENSP00000236671	9606.ENSP00000325313	0	0	0	0	0.074	0	0	0.485	0.503
CTSD	MED1	9606.ENSP00000236671	9606.ENSP00000300651	0	0	0	0	0.042	0	0.500	0.072	0.517
CTSD	NCOA1	9606.ENSP00000236671	9606.ENSP00000385216	0	0	0	0	0.044	0	0.500	0.112	0.538
CTSD	SEC22B	9606.ENSP00000236671	9606.ENSP00000463393	0	0	0	0	0.042	0.071	0	0.530	0.545
CTSD	GSN	9606.ENSP00000236671	9606.ENSP00000362924	0	0	0	0	0.141	0	0	0.536	0.585
CTSD	HSPB1	9606.ENSP00000236671	9606.ENSP00000248553	0	0	0	0	0.096	0	0	0.628	0.650
CTSD	VPS35	9606.ENSP00000236671	9606.ENSP00000299138	0	0	0	0	0.042	0.051	0	0.683	0.686
CYP2W1	PPIG	9606.ENSP00000310149	9606.ENSP00000260970	0	0	0	0	0.060	0	0	0.522	0.532
CYTIP	GPR183	9606.ENSP00000264192	9606.ENSP00000365596	0	0	0	0	0.436	0	0	0.200	0.529
CYTIP	SAMSN1	9606.ENSP00000264192	9606.ENSP00000285670	0	0	0	0	0.540	0	0	0.042	0.541
DDB2	H2BC21	9606.ENSP00000256996	9606.ENSP00000358151	0	0	0	0	0.042	0.251	0	0.290	0.446
DDX21	TLE5	9606.ENSP00000346120	9606.ENSP00000221561	0	0	0	0	0.067	0	0	0.707	0.715
DDX21	TRIM28	9606.ENSP00000346120	9606.ENSP00000253024	0	0	0	0	0.103	0.309	0	0.179	0.447
DDX21	IMP4	9606.ENSP00000346120	9606.ENSP00000259239	0	0	0	0	0.344	0.311	0	0.063	0.540
DDX21	NVL	9606.ENSP00000346120	9606.ENSP00000281701	0	0	0	0	0.302	0.229	0	0.150	0.503
DDX21	H2BC21	9606.ENSP00000346120	9606.ENSP00000358151	0	0	0	0	0	0.071	0.400	0.104	0.457
DDX21	POLR2H	9606.ENSP00000346120	9606.ENSP00000415536	0	0	0	0	0.149	0.066	0.500	0.078	0.584
DDX21	TAF1D	9606.ENSP00000346120	9606.ENSP00000410409	0	0	0	0	0.282	0	0.500	0.085	0.642
DDX21	POLR2E	9606.ENSP00000346120	9606.ENSP00000478303	0	0.004	0	0	0.248	0.197	0.500	0.090	0.688
DEF6	NFKB2	9606.ENSP00000319831	9606.ENSP00000358983	0	0	0	0	0.080	0.421	0	0.092	0.474
DEF6	RAC1	9606.ENSP00000319831	9606.ENSP00000348461	0	0	0	0	0.042	0.334	0.400	0.085	0.603
DICER1	SIRT1	9606.ENSP00000437256	9606.ENSP00000212015	0.042	0	0	0	0.097	0.079	0	0.611	0.648
DICER1	FOSB	9606.ENSP00000437256	9606.ENSP00000245919	0	0	0	0	0	0.092	0	0.380	0.412
DICER1	HDAC4	9606.ENSP00000437256	9606.ENSP00000264606	0	0	0	0	0.060	0.104	0	0.493	0.536
DICER1	MED1	9606.ENSP00000437256	9606.ENSP00000300651	0	0	0	0	0.234	0.557	0	0.132	0.680
DICER1	TSNAX	9606.ENSP00000437256	9606.ENSP00000355599	0	0	0	0	0.053	0	0.540	0.657	0.837
DICER1	YTHDF2	9606.ENSP00000437256	9606.ENSP00000444660	0	0	0	0	0.056	0.312	0	0.254	0.474
DICER1	ZEB2	9606.ENSP00000437256	9606.ENSP00000487174	0	0	0	0	0.067	0	0	0.471	0.485
DICER1	ZFP36	9606.ENSP00000437256	9606.ENSP00000471239	0	0	0	0	0.049	0.069	0	0.674	0.686
DNAJB14	PPIG	9606.ENSP00000404381	9606.ENSP00000260970	0	0	0	0	0.235	0.235	0	0.065	0.405
DNMBP	RAC1	9606.ENSP00000315659	9606.ENSP00000348461	0	0	0	0	0.059	0.500	0	0.132	0.557
DUSP7	TTC37	9606.ENSP00000417183	9606.ENSP00000497948	0	0	0	0	0	0.072	0	0.441	0.459
DVL1	SIRT1	9606.ENSP00000368166	9606.ENSP00000212015	0	0	0	0	0.049	0.305	0	0.198	0.423
DVL1	PSMD3	9606.ENSP00000368166	9606.ENSP00000264639	0	0	0	0	0.086	0	0.400	0.086	0.455
DVL1	FZD2	9606.ENSP00000368166	9606.ENSP00000323901	0	0	0	0	0.067	0.169	0.650	0.802	0.939
DVL1	RAC1	9606.ENSP00000368166	9606.ENSP00000348461	0	0	0	0	0.049	0.093	0.500	0.301	0.658
DVL1	PSMA7	9606.ENSP00000368166	9606.ENSP00000359910	0	0	0	0	0.048	0.052	0.400	0	0.411
DVL1	FRAT2	9606.ENSP00000368166	9606.ENSP00000360058	0	0	0	0	0.060	0	0.900	0.227	0.920
DVL1	RECK	9606.ENSP00000368166	9606.ENSP00000367202	0	0	0	0	0	0	0.360	0.164	0.442
EGR2	ZFP36	9606.ENSP00000242480	9606.ENSP00000471239	0	0	0	0	0.366	0.069	0	0.161	0.461
EGR2	IRF8	9606.ENSP00000242480	9606.ENSP00000268638	0	0	0	0	0.139	0.096	0	0.367	0.465
EGR2	IER2	9606.ENSP00000242480	9606.ENSP00000465617	0	0	0	0	0.264	0	0	0.455	0.582
EGR2	NR4A2	9606.ENSP00000242480	9606.ENSP00000344479	0	0	0	0	0.315	0.052	0	0.493	0.642
EGR2	JUND	9606.ENSP00000242480	9606.ENSP00000252818	0	0	0	0	0.119	0.091	0.500	0.406	0.730
EGR2	H2BC21	9606.ENSP00000242480	9606.ENSP00000358151	0	0	0	0	0.044	0.099	0.500	0.465	0.738
EGR2	JUNB	9606.ENSP00000242480	9606.ENSP00000303315	0	0	0	0	0.367	0.091	0.500	0.325	0.780
EGR2	SCD5	9606.ENSP00000242480	9606.ENSP00000316329	0	0	0	0	0	0	0.750	0.173	0.784
EGR2	FOSB	9606.ENSP00000242480	9606.ENSP00000245919	0	0	0	0	0.676	0.066	0.500	0.698	0.948
EGR2	EGR3	9606.ENSP00000242480	9606.ENSP00000318057	0	0	0.059	0.913	0.795	0.049	0.900	0.431	0.987
EGR3	FOSB	9606.ENSP00000318057	9606.ENSP00000245919	0	0	0	0	0.469	0.066	0.500	0.845	0.956
EGR3	JUND	9606.ENSP00000318057	9606.ENSP00000252818	0	0	0	0	0.106	0.091	0.500	0.347	0.699
EGR3	JUNB	9606.ENSP00000318057	9606.ENSP00000303315	0	0	0	0	0.297	0.091	0.500	0.316	0.752
EGR3	IER2	9606.ENSP00000318057	9606.ENSP00000465617	0	0	0	0	0.260	0	0	0.430	0.560
EGR3	NR4A2	9606.ENSP00000318057	9606.ENSP00000344479	0	0	0	0	0.334	0.052	0	0.526	0.675
EIF3H	EIF5	9606.ENSP00000429931	9606.ENSP00000216554	0	0	0	0	0.108	0.197	0.900	0.633	0.970
EIF3H	POLR2E	9606.ENSP00000429931	9606.ENSP00000478303	0	0	0	0	0.384	0	0	0.067	0.401
EIF3H	YTHDF2	9606.ENSP00000429931	9606.ENSP00000444660	0	0	0	0	0.107	0.220	0	0.436	0.573
ELMO2	FCGR2A	9606.ENSP00000290246	9606.ENSP00000271450	0	0	0	0	0.048	0	0.500	0	0.503
ELMO2	NCKAP1L	9606.ENSP00000290246	9606.ENSP00000293373	0	0	0	0	0.074	0	0.500	0	0.517
ELMO2	RAC1	9606.ENSP00000290246	9606.ENSP00000348461	0	0	0	0	0.044	0.182	0.500	0.525	0.789
ERBIN	NCKAP1L	9606.ENSP00000426632	9606.ENSP00000293373	0	0	0	0	0.058	0	0.400	0	0.410
ERBIN	PKN1	9606.ENSP00000426632	9606.ENSP00000343325	0	0	0	0	0.042	0.046	0.400	0	0.403
ERBIN	RAC1	9606.ENSP00000426632	9606.ENSP00000348461	0	0	0	0	0.062	0.178	0.500	0.052	0.586
