source,target
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),RASGRP2
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),RASGRP1
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),CYSLTR1
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),CYSLTR2
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),F2
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),F2RL2
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),F2RL3
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),F2R
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),F2RL1
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),LPAR6
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),PMCH
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),MCHR2
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),MCHR1
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),NPFF
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),NPFFR1
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),NPFFR2
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),GNRH1
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),GNRH2
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),GNRHR
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),TACR1
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),TAC1
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),FPR2
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),APP
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),CCL23
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),SAA1
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),ANXA1
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),MT-RNR2
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),NMUR1
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),NMUR2
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),NMU
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),HCRT
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),HCRTR2
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),P2RY2
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),P2RY6
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),NMS
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),EDN1
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),EDN3
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),EDN2
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),EDNRA
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),EDNRB
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),GPR4
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),GPR65
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),GPR68
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),GPR132
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),HCRTR1
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),NTSR1
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),NTSR2
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),NTS
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),PROKR1
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),PROKR2
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),PROK2
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),PROK1
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),NMB
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),GRP
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),BRS3
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),GRPR
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),NMBR
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),UTS2R
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),UTS2
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),UTS2B
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),TRH
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),TRHR
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),LTB4R2
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),LTB4R
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),BDKRB1
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),BDKRB2
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),KNG1
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),GHSR
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),GHRL
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),CCKAR
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),CCK
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),NPS
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),NPSR1
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),P2RY11
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),GCG
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),GCGR
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),MLNR
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),MLN
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),FFAR1
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),PTAFR
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),HTR2C
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),HTR2B
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),HTR2A
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),LPAR3
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),LPAR2
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),LPAR5
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),LPAR1
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),KISS1
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),KISS1R
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),QRFP
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),QRFPR
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),GPR39
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),FFAR4
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),FFAR3
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),AVPR1A
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),AVPR1B
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),AVP
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),CHRM1
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),CHRM5
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),CHRM3
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),GNRHR2
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),OXTR
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),OXT
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),TAC3
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),TACR3
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),FFAR2
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),GPR17
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),GRM1
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),GRM5
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),P2RY1
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),OPN4
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),CASR
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),HRH1
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),LPAR4
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),GPR143
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),P2RY10
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),XCR1
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),XCL2
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),XCL1
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),ADRA1B
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),ADRA1A
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),ADRA1D
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),TBXA2R
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),TACR2
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),GPRC6A
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),PTGER1
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),AGTR1
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),AGT
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),PTGFR
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),TRIO
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),ARHGEF25
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),KALRN
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),PLCB4
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),PLCB3
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),PLCB1
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),PLCB2
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),RGS1
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),RGS4
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),RGS5
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),RGS13
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),RGS16
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),RGS17
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),GRK2
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),PIK3CA
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),PIK3R3
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),PIK3R2
G ALPHA (Q) SIGNALLING EVENTS (HOMO SAPIENS),PIK3R1
PDE5A,RALOXIFENO
KDR,RALOXIFENO
RET,RALOXIFENO
ATM,RALOXIFENO
MGLL,RALOXIFENO
CSNK2A1,RALOXIFENO
PLAU,RALOXIFENO
GSK3B,RALOXIFENO
PRKCZ,RALOXIFENO
DRD2,RALOXIFENO
TYK2,RALOXIFENO
RORC,RALOXIFENO
ABL1,RALOXIFENO
CHEK2,RALOXIFENO
MET,RALOXIFENO
CTSD,RALOXIFENO
SRC,RALOXIFENO
MAPK3,RALOXIFENO
PPARD,RALOXIFENO
GSK3A,RALOXIFENO
IDH1,RALOXIFENO
CACNA1G,RALOXIFENO
PDE4D,RALOXIFENO
F7,RALOXIFENO
MAPK1,RALOXIFENO
GRK2,RALOXIFENO
PRKDC,RALOXIFENO
EGFR,RALOXIFENO
DHODH,RALOXIFENO
NTRK1,RALOXIFENO
KDM1A,RALOXIFENO
PLK1,RALOXIFENO
NEK2,RALOXIFENO
PTGS1,RALOXIFENO
BTK,RALOXIFENO
PPARA,RALOXIFENO
KLKB1,RALOXIFENO
PIK3CA,RALOXIFENO
CHRM2,RALOXIFENO
AKT2,RALOXIFENO
ELANE,RALOXIFENO
ALOX5,RALOXIFENO
LDHA,RALOXIFENO
ACHE,RALOXIFENO
ESR2,RALOXIFENO
PDE4B,RALOXIFENO
CYP2C9,RALOXIFENO
CYP19A1,RALOXIFENO
PIK3CB,RALOXIFENO
JAK2,RALOXIFENO
PTK2,RALOXIFENO
PAK1,RALOXIFENO
PDE10A,RALOXIFENO
AURKB,RALOXIFENO
CA1,RALOXIFENO
LCK,RALOXIFENO
SLC6A3,RALOXIFENO
JAK1,RALOXIFENO
CYP2C19,RALOXIFENO
CDK2,RALOXIFENO
ADORA2A,RALOXIFENO
ALK,RALOXIFENO
F10,RALOXIFENO
OPRM1,RALOXIFENO
PTPN11,RALOXIFENO
BCHE,RALOXIFENO
PIK3CG,RALOXIFENO
PDE2A,RALOXIFENO
PPARG,RALOXIFENO
DYRK1A,RALOXIFENO
MAPK14,RALOXIFENO
PDE7A,RALOXIFENO
DOT1L,RALOXIFENO
PDE3A,RALOXIFENO
EPHX2,RALOXIFENO
RPS6KA3,RALOXIFENO
CYP3A4,RALOXIFENO
F2,RALOXIFENO
FGFR1,RALOXIFENO
AR,RALOXIFENO
ATG4B,RALOXIFENO
HSP90AA1,RALOXIFENO
PRKCI,RALOXIFENO
JAK3,RALOXIFENO
FLT3,RALOXIFENO
KLK1,RALOXIFENO
ACE,RALOXIFENO
AXL,RALOXIFENO
CHRNA7,RALOXIFENO
AURKA,RALOXIFENO
MAOA,RALOXIFENO
MTOR,RALOXIFENO
MAPK8,RALOXIFENO
CYP11B1,RALOXIFENO
IDO1,RALOXIFENO
BRAF,RALOXIFENO
AOC3,RALOXIFENO
BRD4,RALOXIFENO
SLC6A2,RALOXIFENO
ESR1,RALOXIFENO
PIK3CD,RALOXIFENO
ATR,RALOXIFENO
SLC6A4,RALOXIFENO
CACNA1H,RALOXIFENO
