id,type,UniprotID,Entrez_ID
GNRH2,Gene,O43555,2797.0
ITGAM,Gene,P11215,3684.0
DAGLA,Gene,Q9Y4D2,747.0
IL19,Gene,Q9UHD0,29949.0
TLE3,Gene,Q04726,7090.0
H2AC6,Gene,Q93077,8334.0
CD27,Gene,P26842,939.0
IRF4,Gene,Q15306,3662.0
INPPL1,Gene,O15357,3636.0
PPID,Gene,Q08752,5481.0
H2BC17,Gene,P23527,8348.0
GHSR,Gene,Q92847,2693.0
QRFP,Gene,P83859,347148.0
AOC3,Gene,,
EBI3,Gene,Q14213,10148.0
ALOX15,Gene,P16050,246.0
KANK1,Gene,Q14678,23189.0
PRKDC,Gene,,
TBK1,Gene,Q9UHD2,29110.0
ISG15,Gene,P05161,9636.0
NPM1,Gene,P06748,4869.0
GNA14,Gene,O95837,9630.0
IRF7,Gene,Q92985,3665.0
TAB3,Gene,Q8N5C8,257397.0
VAMP7,Gene,P51809,6845.0
NRAS,Gene,P01111,4893.0
HSPA1B,Gene,P0DMV9,3303.0
TXLNA,Gene,P40222,200081.0
CD36,Gene,P16671,948.0
BIRC5,Gene,O15392,332.0
ANXA1,Gene,P04083,301.0
CHRM2,Gene,,
TAB1,Gene,Q15750,10454.0
PSMD13,Gene,Q9UNM6,5719.0
IL18BP,Gene,O95998,10068.0
IKBIP,Gene,Q70UQ0,121457.0
ITPR3,Gene,Q14573,3710.0
CRLF2,Gene,Q9HC73,64109.0
FYN,Gene,P06241,2534.0
ABHD12,Gene,Q8N2K0,26090.0
RAG2,Gene,P55895,5897.0
GPR65,Gene,Q8IYL9,8477.0
TUBB4B,Gene,P68371,10383.0
LBP,Gene,P18428,3929.0
ELOC,Gene,Q15369,6921.0
IL15RA,Gene,Q13261,3601.0
CALM1,Gene,P0DP23,801.0
OAS2,Gene,P29728,4939.0
CYSLTR2,Gene,Q9NS75,57105.0
EDN2,Gene,P20800,1907.0
ATF2,Gene,P15336,1386.0
ZEB1,Gene,P37275,6935.0
ATM,Gene,,
RELB,Gene,Q01201,5971.0
CAV1,Gene,Q03135,857.0
IRF3,Gene,Q14653,3661.0
IFNA5,Gene,P01569,3442.0
NKIRAS1,Gene,Q9NYS0,28512.0
PTK2B,Gene,Q14289,2185.0
FSCN1,Gene,Q16658,6624.0
YBX1,Gene,P67809,4904.0
IL4R,Gene,P24394,3566.0
MAPK8,Gene,P45983,5599.0
CXCL2,Gene,P19875,2920.0
IFIT3,Gene,O14879,3437.0
LPAR1,Gene,Q92633,1902.0
CASP1,Gene,P29466,834.0
H2BC4,Gene,P62807,3017.0
ITPR2,Gene,Q14571,3709.0
IL11RA,Gene,Q14626,3590.0
B2M,Gene,P61769,567.0
EDA,Gene,Q92838,1896.0
EDA,Gene,Q92838-3,
UBE2L6,Gene,O14933,9246.0
PTPN20,Gene,Q4JDL3,26095.0
PIK3CB,Gene,P42338,5291.0
FAAP20,Gene,Q6NZ36,199990.0
IFNL3,Gene,Q8IZI9,282617.0
OSM,Gene,P13725,5008.0
PML,Gene,P29590,5371.0
IL3,Gene,P08700,3562.0
HRAS,Gene,P01112,3265.0
TNRC6B,Gene,Q9UPQ9,23112.0
LTB,Gene,Q06643,4050.0
FANCB,Gene,Q8NB91,2187.0
PTPN6,Gene,P29350,5777.0
PSMD3,Gene,O43242,5709.0
HMOX1,Gene,P09601,3162.0
F13A1,Gene,P00488,2162.0
IL33,Gene,O95760,90865.0
PRL,Gene,P01236,5617.0
H2AB1,Gene,P0C5Y9,474382.0
GSTA2,Gene,P09210,2939.0
FGF2,Gene,P09038,2247.0
UBA3,Gene,Q8TBC4,9039.0
GAG,Gene,P12493,
H2AZ2,Gene,Q71UI9,94239.0
IL25,Gene,Q9H293,64806.0
DGKK,Gene,Q5KSL6,139189.0
ADAM17,Gene,P78536,6868.0
RPS6KA5,Gene,O75582,9252.0
RHOU,Gene,Q7L0Q8,58480.0
CHEK2,Gene,,
CXCL8,Gene,P10145,3576.0
LAMA5,Gene,O15230,3911.0
HLA-DQB2,Gene,P05538,3120.0
BCL2L11,Gene,O43521,10018.0
AXIN1,Gene,O15169,8312.0
ADRA1B,Gene,P35368,147.0
SOX2,Gene,P48431,6657.0
IL20RA,Gene,Q9UHF4,53832.0
CD80,Gene,P33681,941.0
GNAI2,Gene,P04899,2771.0
TBXA2R,Gene,P21731,6915.0
ZDHHC21,Gene,Q8IVQ6,340481.0
IRAK1,Gene,P51617,3654.0
CD40LG,Gene,P29965,959.0
NPS,Gene,P0C0P6,594857.0
HCRTR1,Gene,O43613,3061.0
IFI44,Gene,Q8TCB0-1,
ITPR1,Gene,Q14643,3708.0
KALRN,Gene,O60229,8997.0
USF1,Gene,P22415,7391.0
LPAR3,Gene,Q9UBY5,23566.0
RAE1,Gene,P78406,8480.0
UTS2,Gene,O95399,10911.0
NCOA3,Gene,Q9Y6Q9,8202.0
KISS1R,Gene,Q969F8,84634.0
KAT2B,Gene,Q92831,8850.0
PLCB2,Gene,Q00722,5330.0
NUP85,Gene,Q9BW27,79902.0
NUP210,Gene,Q8TEM1,23225.0
IL17RA,Gene,Q96F46,23765.0
PIM1,Gene,P11309,5292.0
POM121C,Gene,A8CG34,
GPRC6A,Gene,Q5T6X5,222545.0
P2RY11,Gene,Q96G91,5032.0
RANBP2,Gene,P49792,5903.0
IL7,Gene,P13232,3574.0
PPP2R5D,Gene,Q14738,5528.0
HTR2C,Gene,P28335,3358.0
HSP90AB1,Gene,P08238,3326.0
S1PR1,Gene,P21453,1901.0
DGKI,Gene,O75912,9162.0
OASL,Gene,Q15646,8638.0
IL1R2,Gene,P27930,7850.0
TAC3,Gene,Q9UHF0,6866.0
EDN1,Gene,P05305,1906.0
MMP2,Gene,P08253,4313.0
TNFRSF9,Gene,Q07011,3604.0
H2BC12,Gene,O60814,85236.0
OAS3,Gene,Q9Y6K5,4940.0
FOSB,Gene,P53539,2354.0
NTSR2,Gene,O95665,23620.0
CBL,Gene,P22681,867.0
RAG1,Gene,P15918,5896.0
ISG20,Gene,Q96AZ6,3669.0
GRM1,Gene,Q13255,2911.0
SOS2,Gene,Q07890,6655.0
CTSG,Gene,P08311,1511.0
TRIM48,Gene,Q8IWZ4,79097.0
FFAR1,Gene,O14842,2864.0
LTBR,Gene,P36941,4055.0
IL5,Gene,P05113,3567.0
STAG1,Gene,Q8WVM7,10274.0
EIF2AK2,Gene,P19525,5610.0
MAPK7,Gene,Q13164,5598.0
G ALPHA Q SIGNALING,pathway,,
ALEDRONATO,drug,,
UBE2I,Gene,P63279,7329.0
IL6,Gene,P05231,3569.0
CREBBP,Gene,Q92793,1387.0
IRAK2,Gene,O43187,3656.0
HSPA5,Gene,P11021,3309.0
H2AC20,Gene,Q16777,8338.0
JUND,Gene,P17535,3727.0
SPHK1,Gene,Q9NYA1,8877.0
CXCL12,Gene,P48061,6387.0
TNFSF14,Gene,O43557,8740.0
IL2,Gene,P60568,3558.0
H2BC9,Gene,Q93079,8345.0
8,Gene,P0DTC8,
LIF,Gene,P15018,3976.0
EIF4G1,Gene,Q04637,1981.0
PDPK1,Gene,O15530,5170.0
OXT,Gene,P01178,5020.0
NMU,Gene,P48645,10874.0
MSN,Gene,P26038,4478.0
STAT6,Gene,P42226,6778.0
AGO4,Gene,Q9HCK5,192670.0
MAP3K14,Gene,Q99558,9020.0
NUP160,Gene,Q12769,23279.0
IL1F10,Gene,Q8WWZ1,84639.0
TRAF2,Gene,Q12933,7186.0
EGF,Gene,P01133,1950.0
IL1RN,Gene,P18510,3557.0
F2RL2,Gene,O00254,2151.0
GSK3A,Gene,,
HSPA1A,Gene,P0DMV8,3303.0
MT2A,Gene,P02795,4502.0
IFITM3,Gene,Q01628,10410.0
HERC5,Gene,Q9UII4,51191.0
TRIM3,Gene,O75382,10612.0
XPO1,Gene,O14980,7514.0
MMP1,Gene,P03956,4312.0
PPP2R1B,Gene,P30154,5519.0
PRKCZ,Gene,Q05513,5590.0
NPFF,Gene,O15130,8620.0
DUSP4,Gene,Q13115,1846.0
IRF5,Gene,Q13568,3663.0
IRF6,Gene,O14896,3664.0
IFNL2,Gene,Q8IZJ0,282616.0
IFNA4,Gene,P05014,3441.0
ABCE1,Gene,P61221,6059.0
RNF7,Gene,Q9UBF6,9616.0
GBP2,Gene,P32456,2634.0
NOS2,Gene,P35228,4843.0
HLA-C,Gene,P10321,3107.0
HLA-DPA1,Gene,P20036,3113.0
PSMC5,Gene,P62195,5705.0
OSMR,Gene,Q99650,9180.0
CSNK2A1,Gene,,
IGHE,Gene,P01854,
GHRL,Gene,Q9UBU3-1,
GNG3,Gene,P63215,2785.0
DRD2,Gene,,
GNRHR,Gene,P30968,2798.0
IL1RAPL1,Gene,Q9NZN1,11141.0
CNTFR,Gene,P26992,1271.0
NANOG,Gene,Q9H9S0,79923.0
STAT2,Gene,P52630,6773.0
LYN,Gene,P07948,4067.0
IRAK3,Gene,Q9Y616,11213.0
JAK1,Gene,P23458,3716.0
TP53,Gene,P04637,7157.0
IFNA1,Gene,P01562,3439.0
CARM1,Gene,Q86X55,10498.0
USF2,Gene,Q15853,7392.0
F2RL1,Gene,P55085,2150.0
FDPS,Gene,,
CD86,Gene,P42081,942.0
POMC,Gene,P01189,5443.0
EIF2S2,Gene,P20042,8894.0
SAA1,Gene,P0DJI8,6288.0
IL36G,Gene,Q9NZH8,56300.0
VRK3,Gene,Q8IV63,51231.0
NUP62,Gene,P37198,23636.0
GNB1,Gene,P62873,2782.0
PRMT1,Gene,Q99873,3276.0
PPIA,Gene,P62937,5478.0
KAT5,Gene,Q92993,10524.0
KNG1,Gene,P01042,3827.0
NCOA2,Gene,Q15596,10499.0
PROK2,Gene,Q9HC23,60675.0
RBX1,Gene,P62877,9978.0
TUBB1,Gene,Q9H4B7,81027.0
CYP2C8,Gene,,
IL21R,Gene,Q9HBE5,50615.0
SMC3,Gene,Q9UQE7,9126.0
EPHX2,Gene,,
GNG11,Gene,P61952,2791.0
RAP1B,Gene,P61224,5908.0
UHMK1,Gene,Q8TAS1,127933.0
GNRH1,Gene,P01148,2796.0
VAMP2,Gene,P63027,6844.0
N4BP1,Gene,O75113,9683.0
EIF4A3,Gene,P38919,9775.0
GSTO1,Gene,P78417,9446.0
PAK2,Gene,Q13177,5062.0
SOCS6,Gene,O14544,9306.0
AGO2,Gene,Q9UKV8,27161.0
DUSP7,Gene,Q16829,1849.0
CSK,Gene,P41240,1445.0
H2BC21,Gene,Q16778,8349.0
SNRPA1,Gene,P09661,6627.0
PLCG2,Gene,P16885,5336.0
UBE2V1,Gene,Q13404,7335.0
TNFRSF13C,Gene,Q96RJ3,115650.0
TUBA3D,Gene,P0DPH8,113457.0
CASR,Gene,P41180,846.0
COL1A2,Gene,P08123,1278.0
EIF4G3,Gene,O43432,8672.0
PSMD6,Gene,Q15008,9861.0
PELI3,Gene,Q8N2H9,246330.0
UBE2D3,Gene,P61077,7323.0
FAAP100,Gene,Q0VG06,80233.0
OXTR,Gene,P30559,5021.0
CIITA,Gene,P33076,4261.0
IL13RA2,Gene,Q14627,3598.0
LCN2,Gene,P80188,3934.0
ZNF217,Gene,O75362,7764.0
TUBB8,Gene,Q3ZCM7,347688.0
PTPN5,Gene,P54829,84867.0
IL1B,Gene,P01584,3553.0
RGS21,Gene,Q2M5E4,431704.0
SEM1,Gene,P60896,7979.0
HCRT,Gene,O43612,3060.0
NTSR1,Gene,P30989,4923.0
P2RY10,Gene,O00398,27334.0
DGKG,Gene,P49619,1608.0
CYSLTR1,Gene,Q9Y271,10800.0
KPNA7,Gene,A9QM74,402569.0
TRS1,Gene,Q6SVX2,3077523.0
UBE2D1,Gene,P51668,7321.0
HSPB1,Gene,P04792,3315.0
FFAR3,Gene,O14843,2865.0
NUP155,Gene,O75694,9631.0
NUP58,Gene,Q9BVL2-2,
NUP58,Gene,Q9BVL2-1,
ILF3,Gene,Q12906,3609.0
MAPT,Gene,P10636-8,
TNFSF11,Gene,O14788,8600.0
POLR2I,Gene,P36954,5438.0
BTK,Gene,Q06187,695.0
POM121,Gene,Q96HA1,9883.0
PLCB4,Gene,Q15147,5332.0
NPSR1,Gene,Q6W5P4,387129.0
RGS18,Gene,Q9NS28,64407.0
IFNA16,Gene,P05015,3449.0
TFF1,Gene,P04155,7031.0
CCL22,Gene,O00626,6367.0
TUBB2A,Gene,Q13885,7280.0
PTPN14,Gene,Q15678,5784.0
HLA-DQA1,Gene,P01909,3117.0
UBE2D2,Gene,P62837,7322.0
GRB10,Gene,Q13322,2887.0
SDC1,Gene,P18827,6382.0
IL1A,Gene,P01583,3552.0
HMGB1,Gene,P09429,3146.0
IKBKG,Gene,Q9Y6K9,8517.0
BCL2L1,Gene,Q07817,598.0
LDHA,Gene,,
IL21,Gene,Q9HBE4,59067.0
CCR1,Gene,P32246,1230.0
YWHAZ,Gene,P63104,7534.0
PSMD2,Gene,Q13200,5708.0
CUL5,Gene,Q93034,8065.0
IFI35,Gene,P80217,3430.0
H2BC26,Gene,Q8N257,128312.0
NCAM1,Gene,P13591,4684.0
XCL1,Gene,P47992,6375.0
CAV2,Gene,P51636,858.0
POLR2B,Gene,P30876,5431.0
GTF2A2,Gene,P52657,2958.0
KPNA5,Gene,O15131,3841.0
SAMHD1,Gene,Q9Y3Z3,25939.0
MOV10,Gene,Q9HCE1,4343.0
POLR2K,Gene,P53803,5440.0
MAPK10,Gene,P53779,5602.0
GRP,Gene,P07492,2922.0
IRF2,Gene,P14316,3660.0
SOD1,Gene,P00441,6647.0
TRIM46,Gene,Q7Z4K8,80128.0
IL12A,Gene,P29459,3592.0
FPR2,Gene,P25090,2358.0
TALDO1,Gene,P37837,6888.0
PTPN11,Gene,Q06124,5781.0
GHR,Gene,P10912,2690.0
IL4,Gene,P05112,3565.0
TUBB8B,Gene,A6NNZ2,260334.0
CCND1,Gene,P24385,595.0
NDC1,Gene,Q9BTX1,55706.0
ATF6,Gene,P18850,22926.0
PTGFR,Gene,P43088,5737.0
IFNA2,Gene,P01563,3440.0
CHRNA7,Gene,,
JUN,Gene,P05412,3725.0
PELI2,Gene,Q9HAT8,57161.0
GPAM,Gene,Q9HCL2,57678.0
AGT,Gene,P01019,183.0
MAP3K8,Gene,P41279,1326.0
CNTF,Gene,P26441,1270.0
CHRM1,Gene,P11229,1128.0
IGF1R,Gene,P08069,3480.0
NUP153,Gene,P49790,9972.0
MAOA,Gene,P21397,4128.0
KPNA1,Gene,P52294,3836.0
HNRNPA2B1,Gene,P22626,3181.0
H2BC12L,Gene,P57053,54145.0
TNFSF4,Gene,P23510,7292.0
MYC,Gene,P01106,4609.0
GTF2A1,Gene,P52655,2957.0
JAK3,Gene,P52333,3718.0
AVP,Gene,P01185,551.0
PRKCD,Gene,Q05655,5580.0
HCK,Gene,P08631,3055.0
NUP98,Gene,P52948-5,
NUP98,Gene,P52948-3,
NUP98,Gene,P52948-4,
NUP214,Gene,P35658,8021.0
EIF2S3,Gene,P41091,1968.0
MAP2K1,Gene,Q02750,5604.0
SLC6A4,Gene,,
PSMA7,Gene,O14818,5688.0
FANCE,Gene,Q9HB96,2178.0
MUC1,Gene,P15941,4582.0
MAPK9,Gene,P45984,5601.0
TRIM68,Gene,Q6AZZ1,55128.0
H2AJ,Gene,Q9BTM1,55766.0
N,Gene,P0DTC9,43740575.0
N,Gene,P03418,
F2R,Gene,P25116,2149.0
GPR17,Gene,Q13304,2840.0
HNRNPDL,Gene,O14979,9987.0
CD40,Gene,P25942-1,
TRIM38,Gene,O00635,10475.0
DGKA,Gene,P23743,1606.0
PSMD8,Gene,P48556,5714.0
TNFRSF6B,Gene,O95407,8771.0
NUP50,Gene,Q9UKX7,10762.0
TNRC6C,Gene,Q9HCJ0,57690.0
CCKAR,Gene,P32238,886.0
TPR,Gene,P12270,7175.0
GRM5,Gene,P41594,2915.0
IL15,Gene,P40933,3600.0
EIF2AK3,Gene,Q9NZJ5,9451.0
CACNA1H,Gene,,
PTPN9,Gene,P43378,5780.0
MAPKAPK2,Gene,P49137,9261.0
SEC13,Gene,P55735,6396.0
H2BC3,Gene,P33778,3018.0
NUP88,Gene,Q99567,4927.0
SHC1,Gene,P29353,6464.0
SHC1,Gene,P29353-2,
SHC1,Gene,P29353-1,
SHC1,Gene,P29353-3,
SP1,Gene,P08047,6667.0
GNAQ,Gene,P50148,2776.0
FLNA,Gene,P21333,2316.0
TNRC6A,Gene,Q8NDV7,27327.0
NKIRAS2,Gene,Q9NYR9,28511.0
HAVCR2,Gene,Q8TDQ0,84868.0
VEGFA,Gene,P15692,7422.0
IL1RAP,Gene,Q9NPH3-1,
SKP1,Gene,P63208,6500.0
H4C1,Gene,P62805,121504.0
SUMO1,Gene,P63165,7341.0
NOS3,Gene,P29474,4846.0
ELOB,Gene,Q15370,6923.0
GNG10,Gene,P50151,2790.0
RPLP0,Gene,P05388,6175.0
SP100,Gene,P23497,6672.0
TRIM21,Gene,P19474,6737.0
PPARA,Gene,,
H2AC4,Gene,P04908,3012.0
IL6ST,Gene,P40189,3572.0
IL6ST,Gene,P40189-1,
IL6ST,Gene,P40189-2,
IL22RA1,Gene,Q8N6P7,58985.0
TRIM6,Gene,Q9C030,117854.0
PSMC3,Gene,P17980,5702.0
IFNAR1,Gene,P17181,3454.0
NUP54,Gene,Q7Z3B4,53371.0
P2RY6,Gene,Q15077,5031.0
SH2B3,Gene,Q9UQQ2,10019.0
CD4,Gene,P01730,920.0
FCGR1BP,Gene,Q92637,
ESR SIGNALING,pathway,,
PSMA6,Gene,P60900,5687.0
